Destination ID,Attraction,Hotel Name,Location,Review (short),Rating (approx.),Price,Province
974,"Tinau River (Butwal area, riverside)",Lumbini Hotel Kasai,"Lumbini Sacred Garden | P.O.BOX65, Lumbini, Nepal, Lumbini Sanskritik 32900",“Premium riverside resort near Butwal/Tinau river; comfortable upscale.”,4,High (~$70+),5
975,Butwal Cultural Area,NO,NO,NO,NO,NO,5
975,Butwal Cultural Area,NO,NO,NO,NO,NO,5
975,Butwal Cultural Area,NO,NO,NO,NO,NO,5
976,Maya Devi Temple,Buddha Maya Gardens Hotel,"Lumbini sanskritik, Lumbini 32900",Popular mid-range hotel with restaurant & event facilities.,4,Low (~$20-30),5
976,Maya Devi Temple,Hotel Kailash Lumbini,"Opposite to Gate No:-9, Vishnupura Road, Lumbini Sanskritik 32914","4-star hotel, luxury interiors, excellent service quality.",3.9,Medium (~$35-60),5
976,Maya Devi Temple,Lumbini Hotel Kasai,"Lumbini Sacred Garden | P.O.BOX65, Lumbini, Nepal, Lumbini Sanskritik 32900","Simple, family-run inn close to the archaeological site.",4,High (~$150+),5
977,Puskarni Pond (Sacred Garden),NO,NO,NO,NO,NO,5
977,Puskarni Pond,NO,NO,NO,NO,NO,5
977,Puskarni Pond,NO,NO,NO,NO,NO,5
978,Arghakhanchi,NO,NO,NO,NO,NO,5
978,Arghakhanchi,NO,NO,NO,NO,NO,5
978,Arghakhanchi,NO,NO,NO,NO,NO,5
979,Barahi Temple,NO,NO,NO,NO,NO,5
979,Barahi Temple,NO,NO,NO,NO,NO,5
979,Barahi Temple,NO,NO,NO,NO,NO,5
980,Bardiya,Comfort Inn Lakhimpur Hotel,"DC Rd, near Saujanya Chowk, Police Line, Lakhimpur, Uttar Pradesh 262701, India","Comfortable resort amid greenery, near monastic zone.",4,Low (~$20-30),5
980,Bardiya,"Bardia Wildlife Resort, Paradise","Unnamed Road, 21800","5-star resort with casino, pool & spa facilities.",3.9,Medium (~$40-70),5
980,Bardiya,Hotel Pahuna Ghar,"Dhamboji, Nepalgunj 21900",“High quality resort stay in natural setting”,4,High (~$100+),5
981,Bardiya National Park,Comfort Inn Lakhimpur Hotel,"DC Rd, near Saujanya Chowk, Police Line, Lakhimpur, Uttar Pradesh 262701, India","“Simple jungle lodge, good for budget safari”",4.1,Low (~$20-35),5
981,Bardiya National Park,"Bardia Wildlife Resort, Paradise","Unnamed Road, 21800","“Nice food, good guides & comfortable stay”",4,Medium (~$40-80),5
981,Bardiya National Park,Hotel Pahuna Ghar,"Dhamboji, Nepalgunj 21900",“Luxury eco-lodge with high service and experiences”,4,High (~$120+),5
982,Bardiya Tiny Shrine,Comfort Inn Lakhimpur Hotel,"DC Rd, near Saujanya Chowk, Police Line, Lakhimpur, Uttar Pradesh 262701, India",“Local guesthouse near shrine – simple accommodation”,3.9,Low (~$20-30),5
982,Bardiya Tiny Shrine,"Bardia Wildlife Resort, Paradise","Unnamed Road, 21800",“Comfortable hotel near shrine with amenities”,4,Medium (~$35-60),5
982,Bardiya Tiny Shrine,Hotel Pahuna Ghar,"Dhamboji, Nepalgunj 21900","“Luxury resort near shrine, better service”",4.2,High (~$80+),5
983,Buddha Statue Viewpoint,NO,NO,NO,NO,NO,5
983,Buddha Statue Viewpoint,NO,NO,NO,NO,NO,5
983,Buddha Statue Viewpoint,NO,NO,NO,NO,NO,5
984,Butwal Cultural Area,NO,NO,NO,NO,NO,5
984,Butwal Cultural Area,NO,NO,NO,NO,NO,5
984,Butwal Cultural Area,NO,NO,NO,NO,NO,5
985,Chitwan Riverbank Minor Spots,NO,NO,NO,NO,NO,5
985,Chitwan Riverbank Minor Spots,NO,NO,NO,NO,NO,5
985,Chitwan Riverbank Minor Spots,NO,NO,NO,NO,NO,5
986,Dang,Hotel Mala Inn Pvt Ltd,"2FQP+9XM, Main Road, Ghorahi 22400",Popular mid-range hotel with restaurant & event facilities.,3.9,Low (~$15-25),5
986,Dang,Vingreli Village Resort, Ghorahi 22400,"4-star hotel, luxury interiors, excellent service quality.",4,Medium (~$30-50),5
986,Dang,Hotel City Plaza Pvt. Ltd.,"2FQP+RJV, Ghorahi 22400","Simple, family-run inn close to the archaeological site.",4.2,High (~$70+),5
987,Dang Minor Temple,NO,NO,NO,NO,NO,5
987,Dang Minor Temple,NO,NO,NO,NO,NO,5
987,Dang Minor Temple,NO,NO,NO,NO,NO,5
988,Dang Offbeat Hilltop,NO,NO,NO,NO,NO,5
988,Dang Offbeat Hilltop,NO,NO,NO,NO,NO,5
988,Dang Offbeat Hilltop,NO,NO,NO,NO,NO,5
989,Dang Valley Minor Viewpoints,NO,NO,NO,NO,NO,5
989,Dang Valley Minor Viewpoints,NO,NO,NO,NO,NO,5
989,Dang Valley Minor Viewpoints,NO,NO,NO,NO,NO,5
990,Devdaha Ancient Monuments Minor Sites,NO,NO,NO,NO,NO,5
990,Devdaha Ancient Monuments Minor Sites,NO,NO,NO,NO,NO,5
990,Devdaha Ancient Monuments Minor Sites,NO,NO,NO,NO,NO,5
991,Devdaha Minor Monuments,NO,NO,NO,NO,NO,5
991,Devdaha Minor Monuments,NO,NO,NO,NO,NO,5
991,Devdaha Minor Monuments,NO,NO,NO,NO,NO,5
992,Gaidahawa Lake,Buddha Maya Gardens Hotel,"Lumbini sanskritik, Lumbini 32900",Spacious garden resort with comfortable rooms and dining.,4.2,Low (~$20‑30),5
992,Gaidahawa Lake,Hotel Kailash Lumbini,"Opposite to Gate No:-9, Vishnupura Road, Lumbini Sanskritik 32914","Budget homestay for safari guests, local Tharu hospitality.",3.9,Medium (~$30‑50),5
992,Gaidahawa Lake,Lumbini Hotel Kasai,"Lumbini Sacred Garden | P.O.BOX65, Lumbini, Nepal, Lumbini Sanskritik 32900","Great food, guides, and wildlife tours, comfortable lodges.",4,High (~$70+),5
993,Ghodaghodi Lake,NO,NO,NO,NO,NO,5
993,Ghodaghodi Lake,Ghodaghodi Paradise Cottage,"MWJX+M7H, Ghodaghodi 10900","Family-run homestay with scenic hill views, excellent hosts.",3.9,Medium (~$30-55),5
993,Ghodaghodi Lake,OYO 579 Ghodaghodi Lake Palace,"Ghodaghodi Lake Palace Eastern highway ,ghodaghodi, Dhangadhi 10900",Historic mid-range hotel with panoramic views.,4,High (~$70+),5
994,Ghodaghodi Lesser Villages,NO,NO,NO,NO,NO,7
994,Ghodaghodi Lesser Villages,Ghodaghodi Paradise Cottage,"MWJX+M7H, Ghodaghodi 10900",Budget hotel just 5 min walk to Mayadevi Temple.,3.9,Medium (~$30-55),7
994,Ghodaghodi Lesser Villages,OYO 579 Ghodaghodi Lake Palace,"Ghodaghodi Lake Palace Eastern highway ,ghodaghodi, Dhangadhi 10900","Comfortable resort amid greenery, near monastic zone.",4,High (~$70+),7
995,Jagatnagar Village,NO,NO,NO,NO,NO,5
995,Jagatnagar Village,NO,NO,NO,NO,NO,5
995,Jagatnagar Village,NO,NO,NO,NO,NO,5
996,Kapilvastu ,Hotel Tilaurakot Internation Pvt. Ltd.,"H335+5G4, Kapilvastu 32800","“Budget guest‑house in Kapilvastu region, easy access” ([turn0search10])",4.2,Low (~$15‑25),5
996,Kapilvastu ,Hotel Gautam Buddha,"H332+4X7, Kapilvastu 32800",“Decent hotel in Kapilvastu district; good for local tourism” ([turn0search14]),3.9,Medium (~$30‑55),5
996,Kapilvastu ,Hotel palm,"H322+WX2, Kapilvastu 32800","“Top hotel in Kapilvastu, close to major historic sites” ([turn0search5])",4,High (~$60‑90+),5
997,Tilaurakot (in Kapilvastu),Hotel Tilaurakot Internation Pvt. Ltd.,"H335+5G4, Kapilvastu 32800",Budget‑friendly stay close to the historic ruins.,4.2,Low (~$20–30),5
997,Tilaurakot (Kapilvastu),Hotel Gautam Buddha,"H332+4X7, Kapilvastu 32800",Popular mid-range hotel with restaurant & event facilities.,4,Medium (~$35–60),5
997,Tilaurakot (Kapilvastu),Hotel palm,"H322+WX2, Kapilvastu 32800","4-star hotel, luxury interiors, excellent service quality.",4.2,High (~$80+),5
998,Khaireni Hill Viewpoint,NO,NO,NO,NO,NO,5
998,Khaireni Hill Viewpoint,NO,NO,NO,NO,NO,5
998,Khaireni Hill Viewpoint,NO,NO,NO,NO,NO,5
999,Kothi Minor Temples,NO,NO,NO,NO,NO,5
999,Kothi Minor Temples,NO,NO,NO,NO,NO,5
999,Kothi Minor Temples,NO,NO,NO,NO,NO,5
1000,Kothi River,NO,NO,NO,NO,NO,5
1000,Kothi River,NO,NO,NO,NO,NO,5
1000,Kothi River,NO,NO,NO,NO,NO,5
1001,Lumbini (general),Buddha Maya Gardens Hotel,"Lumbini sanskritik, Lumbini 32900",Budget hotel just 5 min walk to Mayadevi Temple.,4.2,Low (~$20‑30),5
1001,Lumbini (general),Hotel Kailash Lumbini,"Opposite to Gate No:-9, Vishnupura Road, Lumbini Sanskritik 32914","Comfortable resort amid greenery, near monastic zone.",3.9,Medium (~$35‑60),5
1001,Lumbini (general),Lumbini Hotel Kasai,"Lumbini Sacred Garden | P.O.BOX65, Lumbini, Nepal, Lumbini Sanskritik 32900","5-star resort with casino, pool & spa facilities.",4,High (~$150+),5
1002,Lumbini Sacred Garden,Buddha Maya Gardens Hotel,"Lumbini sanskritik, Lumbini 32900",Popular mid-range hotel with restaurant & event facilities.,4.2,Low (~$20‑30),5
1002,Lumbini Sacred Garden,Hotel Kailash Lumbini,"Opposite to Gate No:-9, Vishnupura Road, Lumbini Sanskritik 32914","4-star hotel, luxury interiors, excellent service quality.",3.9,Medium (~$40‑70),5
1002,Lumbini Sacred Garden,Lumbini Hotel Kasai,"Lumbini Sacred Garden | P.O.BOX65, Lumbini, Nepal, Lumbini Sanskritik 32900","Simple, family-run inn close to the archaeological site.",4,High (~$100‑200+),5
1003,Lumbini Village Lesser Temples,Buddha Maya Gardens Hotel,"Lumbini sanskritik, Lumbini 32900","Peaceful stay near Tilaurakot ruins, friendly staff.",4.2,Low (~$25‑35),5
1003,Lumbini Village Lesser Temples,Hotel Kailash Lumbini,"Opposite to Gate No:-9, Vishnupura Road, Lumbini Sanskritik 32914",Spacious garden resort with comfortable rooms and dining.,4,Medium (~$45‑80),5
1003,Lumbini Village Lesser Temples,Lumbini Hotel Kasai,"Lumbini Sacred Garden | P.O.BOX65, Lumbini, Nepal, Lumbini Sanskritik 32900","Budget homestay for safari guests, local Tharu hospitality.",4.2,High (~$150‑250+),5
1004,Mahendra Cave,City View Home Stay,Tansen 32500,"Great food, guides, and wildlife tours, comfortable lodges.",3.9,Low (~$15‑30),5
1004,Mahendra Cave,Hotel The Ranimahal,Tansen 32500,Premium eco-lodge with expert naturalists and safari packages.,4,Medium (~$30‑60),5
1004,Mahendra Cave,"BULBUL FARM RETREAT, Farmstay, Farmfun, Farmfood","Bartung - Tansen Rd, Tansen 32500","Family-run homestay with scenic hill views, excellent hosts.",4.2,High (~$70+),5
1005,Majhgaon Hill Lesser Viewpoints,NO,NO,NO,NO,NO,5
1005,Majhgaon Hill Lesser Viewpoints,NO,NO,NO,NO,NO,5
1005,Majhgaon Hill Lesser Viewpoints,NO,NO,NO,NO,NO,5
1006,Majhgaon Waterfall,NO,NO,NO,NO,NO,5
1006,Majhgaon Waterfall,NO,NO,NO,NO,NO,5
1006,Majhgaon Waterfall,NO,NO,NO,NO,NO,5
1007,Maya Devi Temple,Buddha Maya Gardens Hotel,"Lumbini sanskritik, Lumbini 32900","Large clean rooms, walking distance to temple",3.9,Low (~$20–30),5
1007,Maya Devi Temple,Hotel Kailash Lumbini,"Opposite to Gate No:-9, Vishnupura Road, Lumbini Sanskritik 32914","Convenient location, comfortable stay",4,Medium (~$35–60),5
1007,Maya Devi Temple,Lumbini Hotel Kasai,"Lumbini Sacred Garden | P.O.BOX65, Lumbini, Nepal, Lumbini Sanskritik 32900",Luxury resort with spa & pool,4.2,High (~$150+),5
1008,Palpa,City View Home Stay,Tansen 32500,Budget hotel with decent service,3.9,Low (~$15–25),5
1008,Palpa,Hotel The Ranimahal,Tansen 32500,"Comfortable mid-range hotel, good location",4,Medium (~$35–55),5
1008,Palpa,"BULBUL FARM RETREAT, Farmstay, Farmfun, Farmfood","Bartung - Tansen Rd, Tansen 32500",Premium stay with hill views & heritage-style decor,4.2,High (~$80+),5
1009,Puskharni Pond,NO,NO,NO,NO,NO,5
1009,Puskharni Pond,NO,NO,NO,NO,NO,5
1009,Puskharni Pond,NO,NO,NO,NO,NO,5
1010,Ramgram Stupa,NO,NO,NO,NO,NO,5
1010,Ramgram Stupa,NO,NO,NO,NO,NO,5
1010,Ramgram Stupa,NO,NO,NO,NO,NO,5
1011,Rupa Lake,Ram Home Stay,"11 Pachabhaiya, Lekhnath 33700","Simple lakeside lodge, good for backpackers",4,Low (~$15–25),5
1011,Rupa Lake,Indralok Hotel & Sky Garden rooftop lounge,"31 Pachabhaiya, पोखरा 33700",Comfortable hotel with lake views,4.2,Medium (~$35–60),5
1011,Rupa Lake,Himalaya Forest Resort,"5464+R8C Deurali Manndir, Pachavaiya, Pokhara 31",Premium resort with lake-view rooms & amenities,4,High (~$80+),5
1012,Rupandehi,Gautam Buddha Airport Hotel - Luxury Hotel in Bhairahawa,"Siddharthanagar-10, Siddharthanagar 32900",Budget hotel near historical sites,4.2,Low (~$20–30),5
1012,Rupandehi,Hotel Star Holiday,"Belhiya, Siddharthanagar-1, Lumbini Region, Siddharthanagar 32900","Comfortable, well-located in town",4.2,Medium (~$35–60),5
1012,Rupandehi,Siddhartha Vilasa,Siddharthanagar 32900,Upscale stay with modern amenities,3.9,High (~$80+),5
1013,Rupandehi Cultural Sites (Siddharthanagar),Gautam Buddha Airport Hotel - Luxury Hotel in Bhairahawa,"Siddharthanagar-10, Siddharthanagar 32900",Budget stay near cultural sites,4,Low (~$20–30),5
1013,Rupandehi Cultural Sites (Siddharthanagar),Hotel Star Holiday,"Belhiya, Siddharthanagar-1, Lumbini Region, Siddharthanagar 32900","Comfortable rooms, easy access to heritage zone",4.2,Medium (~$35–60),5
1013,Rupandehi Cultural Sites (Siddharthanagar),Siddhartha Vilasa,Siddharthanagar 32900,Premium stay near cultural attractions,3.9,High (~$80+),5
1014,Rupandehi Traditional Villages,NO,NO,NO,NO,NO,5
1014,Rupandehi Traditional Villages,NO,NO,NO,NO,NO,5
1014,Rupandehi Traditional Villages,NO,NO,NO,NO,NO,5
1015,Siddha Baba Temple (Butwal area),Hotel Span,"Tribhuvan Path, Butwal 32907","Basic hotel, walking distance to temple",4.2,Low (~$15–25),5
1015,Siddha Baba Temple (Butwal area),Hotel Avenue,"Golpark, Butwal 32907","Popular mid-range hotel, central location",3.9,Medium (~$30–60),5
1015,Siddha Baba Temple (Butwal area),Dream International Hotel,"kalikapath, Butwal 12486","Upscale hotel, good amenities and service",4,High (~$80+),5
1016,Siddha Cave,NO,NO,NO,NO,NO,5
1016,Siddha Cave,NO,NO,NO,NO,NO,5
1016,Siddha Cave,NO,NO,NO,NO,NO,5
1017,Syangja Waterfall,NO,NO,NO,NO,NO,5
1017,Syangja Waterfall,NO,NO,NO,NO,NO,5
1017,Syangja Waterfall,NO,NO,NO,NO,NO,5
1018,Tansen,City View Home Stay,Tansen 32500,"Basic hotel, walking distance to temple",4.2,Low (~$15–25),5
1018,Tansen,Hotel The Ranimahal,Tansen 32500,"Popular mid-range hotel, central location",3.9,Medium (~$30–60),5
1018,Tansen,"BULBUL FARM RETREAT, Farmstay, Farmfun, Farmfood","Bartung - Tansen Rd, Tansen 32500","Upscale hotel, good amenities and service",4,High (~$80+),5
1019,Tansen Lesser Waterfalls,City View Home Stay,Tansen 32500,Charming hill homestay with great views and very friendly hosts — good for budget travellers.,4.8,Low: $12–$20,5
1019,Tansen Lesser Waterfalls,Hotel The Ranimahal,Tansen 32500,Central hotel with clean rooms and on-site restaurant — convenient for exploring Tansen.,4.2,Mid: $30–$50,5
1019,Tansen Lesser Waterfalls,"BULBUL FARM RETREAT, Farmstay, Farmfun, Farmfood","Bartung - Tansen Rd, Tansen 32500",Larger property with event facilities and panoramic views — comfortable and service-oriented.,4.3,High: $55–$95,5
1020,Tila Village (Rupandehi rural tourism example),NO,NO,NO,NO,NO,5
1020,Tila Village (Rupandehi rural tourism example),NO,NO,NO,NO,NO,5
1020,Tila Village (Rupandehi rural tourism example),NO,NO,NO,NO,NO,5
1021,Tilaurakot Palace Ruins,NO,NO,NO,NO,NO,5
1021,Tilaurakot Palace Ruins,NO,NO,NO,NO,NO,5
1021,Tilaurakot Palace Ruins,NO,NO,NO,NO,NO,5
1022,Tinau River,Buddha Maya Gardens Hotel,"Lumbini sanskritik, Lumbini 32900",Riverside resort with scenic setting — peaceful stay close to the river; good for nature escapes.,4.3,Mid: $25–$45,5
1022,Tinau River,Hotel Kailash Lumbini,"Opposite to Gate No:-9, Vishnupura Road, Lumbini Sanskritik 32914","Central Butwal hotel, convenient and budget-friendly; good local restaurant.",4,Low: $12–$25,5
1022,Tinau River,Lumbini Hotel Kasai,"Lumbini Sacred Garden | P.O.BOX65, Lumbini, Nepal, Lumbini Sanskritik 32900",Upscale option in Butwal with better facilities and business amenities.,4.4,High: $40–$70,5
1023,Kamal Pokhari,NO,NO,NO,NO,NO,5
1023,Kamal Pokhari,NO,NO,NO,NO,NO,5
1023,Kamal Pokhari,NO,NO,NO,NO,NO,5
1024,Kamal Dah,NO,NO,NO,NO,NO,5
1024,Kamal Dah,NO,NO,NO,NO,NO,5
1024,Kamal Dah,NO,NO,NO,NO,NO,5
1025,Deurali Cave,NO,NO,NO,NO,NO,5
1025,Deurali Cave,NO,NO,NO,NO,NO,5
1025,Deurali Cave,NO,NO,NO,NO,NO,5
1026,Jogidanda,NO,NO,NO,NO,NO,5
1026,Jogidanda,NO,NO,NO,NO,NO,5
1026,Jogidanda,NO,NO,NO,NO,NO,5
1027,Rangsi,NO,NO,NO,NO,NO,5
1027,Rangsi,NO,NO,NO,NO,NO,5
1027,Rangsi,NO,NO,NO,NO,NO,5
1028,Jang,NO,NO,NO,NO,NO,5
1028,Jang,NO,NO,NO,NO,NO,5
1028,Jang,NO,NO,NO,NO,NO,5
1029,Hukam,NO,NO,NO,NO,NO,5
1029,Hukam,NO,NO,NO,NO,NO,5
1029,Hukam,NO,NO,NO,NO,NO,5
1030,Sundah,NO,NO,NO,NO,NO,5
1030,Sundah,NO,NO,NO,NO,NO,5
1030,Sundah,NO,NO,NO,NO,NO,5
1031,Sisne,NO,NO,NO,NO,NO,5
1031,Sisne,NO,NO,NO,NO,NO,5
1031,Sisne,NO,NO,NO,NO,NO,5
1032,Thawang,NO,NO,NO,NO,NO,5
1032,Thawang,NO,NO,NO,NO,NO,5
1032,Thawang,NO,NO,NO,NO,NO,5
1033,Rujikhola,NO,NO,NO,NO,NO,5
1033,Rujikhola,NO,NO,NO,NO,NO,5
1033,Rujikhola,NO,NO,NO,NO,NO,5
1034,Naribang,NO,NO,NO,NO,NO,5
1034,Naribang,NO,NO,NO,NO,NO,5
1034,Naribang,NO,NO,NO,NO,NO,5
1035,Tulsipur,NO,NO,NO,NO,NO,5
1035,Tulsipur,NO,NO,NO,NO,NO,5
1035,Tulsipur,NO,NO,NO,NO,NO,5
1036,Beljhundi,NO,NO,NO,NO,NO,5
1036,Beljhundi,NO,NO,NO,NO,NO,5
1036,Beljhundi,NO,NO,NO,NO,NO,5
1037,Dudhras,NO,NO,NO,NO,NO,5
1037,Dudhras,NO,NO,NO,NO,NO,5
1037,Dudhras,NO,NO,NO,NO,NO,5
1038,Khaira,NO,NO,NO,NO,NO,5
1038,Khaira,NO,NO,NO,NO,NO,5
1038,Khaira,NO,NO,NO,NO,NO,5
1039,Bangaun,NO,NO,NO,NO,NO,5
1039,Bangaun,NO,NO,NO,NO,NO,5
1039,Bangaun,NO,NO,NO,NO,NO,5
1040,Narayanpur,NO,NO,NO,NO,NO,5
1040,Narayanpur,NO,NO,NO,NO,NO,5
1040,Narayanpur,NO,NO,NO,NO,NO,5
1041,Nayagaun,NO,NO,NO,NO,NO,5
1041,Nayagaun,NO,NO,NO,NO,NO,5
1041,Nayagaun,NO,NO,NO,NO,NO,5
1042,Okharkot,NO,NO,NO,NO,NO,5
1042,Okharkot,NO,NO,NO,NO,NO,5
1042,Okharkot,NO,NO,NO,NO,NO,5
1043,Bandikot,NO,NO,NO,NO,NO,5
1043,Bandikot,NO,NO,NO,NO,NO,5
1043,Bandikot,NO,NO,NO,NO,NO,5
1044,Mayalpokhari,NO,NO,NO,NO,NO,5
1044,Mayalpokhari,NO,NO,NO,NO,NO,5
1044,Mayalpokhari,NO,NO,NO,NO,NO,5
1045,Sirseni,NO,NO,NO,NO,NO,5
1045,Sirseni,NO,NO,NO,NO,NO,5
1045,Sirseni,NO,NO,NO,NO,NO,5
1046,Dhamir,NO,NO,NO,NO,NO,5
1046,Dhamir,NO,NO,NO,NO,NO,5
1046,Dhamir,NO,NO,NO,NO,NO,5
1047,Arje,NO,NO,NO,NO,NO,5
1047,Arje,NO,NO,NO,NO,NO,5
1047,Arje,NO,NO,NO,NO,NO,5
1048,Chhapahile,NO,NO,NO,NO,NO,5
1048,Chhapahile,NO,NO,NO,NO,NO,5
1048,Chhapahile,NO,NO,NO,NO,NO,5
1049,Neta,NO,NO,NO,NO,NO,5
1049,Neta,NO,NO,NO,NO,NO,5
1049,Neta,NO,NO,NO,NO,NO,5
1050,Gwalichaur,NO,NO,NO,NO,NO,5
1050,Gwalichaur,NO,NO,NO,NO,NO,5
1050,Gwalichaur,NO,NO,NO,NO,NO,5
1051,Malagiri,NO,NO,NO,NO,NO,5
1051,Malagiri,NO,NO,NO,NO,NO,5
1051,Malagiri,NO,NO,NO,NO,NO,5
1052,Narikot,NO,NO,NO,NO,NO,5
1052,Narikot,NO,NO,NO,NO,NO,5
1052,Narikot,NO,NO,NO,NO,NO,5
1053,Majhakot,NO,NO,NO,NO,NO,5
1053,Majhakot,NO,NO,NO,NO,NO,5
1053,Majhakot,NO,NO,NO,NO,NO,5
1054,Loharpani,NO,NO,NO,NO,NO,5
1054,Loharpani,NO,NO,NO,NO,NO,5
1054,Loharpani,NO,NO,NO,NO,NO,5
1055,Syuja,NO,NO,NO,NO,NO,5
1055,Syuja,NO,NO,NO,NO,NO,5
1055,Syuja,NO,NO,NO,NO,NO,5
1056,Tripur,NO,NO,NO,NO,NO,5
1056,Tripur,NO,NO,NO,NO,NO,5
1056,Tripur,NO,NO,NO,NO,NO,5
1057,Manpur,NO,NO,NO,NO,NO,5
1057,Manpur,NO,NO,NO,NO,NO,5
1057,Manpur,NO,NO,NO,NO,NO,5
1058,Phulbari,NO,NO,NO,NO,NO,5
1058,Phulbari,NO,NO,NO,NO,NO,5
1058,Phulbari,NO,NO,NO,NO,NO,5
1059,Goltakuri,NO,NO,NO,NO,NO,5
1059,Goltakuri,NO,NO,NO,NO,NO,5
1059,Goltakuri,NO,NO,NO,NO,NO,5
1060,Bejapur,NO,NO,NO,NO,NO,5
1060,Bejapur,NO,NO,NO,NO,NO,5
1060,Bejapur,NO,NO,NO,NO,NO,5
1061,Narainapur,NO,NO,NO,NO,NO,5
1061,Narainapur,NO,NO,NO,NO,NO,5
1061,Narainapur,NO,NO,NO,NO,NO,5
1062,Matahiya,NO,NO,NO,NO,NO,5
1062,Matahiya,NO,NO,NO,NO,NO,5
1062,Matahiya,NO,NO,NO,NO,NO,5
1063,Gangapur,NO,NO,NO,NO,NO,5
1063,Gangapur,NO,NO,NO,NO,NO,5
1063,Gangapur,NO,NO,NO,NO,NO,5
1064,Holiya,NO,NO,NO,NO,NO,5
1064,Holiya,NO,NO,NO,NO,NO,5
1064,Holiya,NO,NO,NO,NO,NO,5
1065,Betahani,NO,NO,NO,NO,NO,5
1065,Betahani,NO,NO,NO,NO,NO,5
1065,Betahani,NO,NO,NO,NO,NO,5
1066,Puraina,"Hotel Siddhartha, Nepalgunj",Khaskarkado 21900,Riverside views; serene environment,4.2,Mid: $25–$45,5
1066,Puraina,Hotel Pahuna Ghar,"Dhamboji, Nepalgunj 21900",Mountain views; peaceful atmosphere,3.9,Low: $12–$25,5
1066,Puraina,Soaltee Westend Premier,"Ward no 19, Basudevapur, Bhujhai, Nepalgunj 21900",Scenic location; comfortable stay,4,High: $40–$70,5
1067,Nepalgunj,"Hotel Siddhartha, Nepalgunj",Khaskarkado 21900,Eco-friendly; nature walks,4.2,Mid: $25–$45,5
1067,Nepalgunj,Hotel Pahuna Ghar,"Dhamboji, Nepalgunj 21900",Panoramic views; cultural experience,3.9,Low: $12–$25,5
1067,Nepalgunj,Soaltee Westend Premier,"Ward no 19, Basudevapur, Bhujhai, Nepalgunj 21900",Mountain views; cultural heritage,4,High: $40–$70,5
1068,Kalika,NO,NO,NO,NO,NO,5
1068,Kalika,NO,NO,NO,NO,NO,5
1068,Kalika,NO,NO,NO,NO,NO,5
1069,Munalbasti,NO,NO,NO,NO,NO,5
1069,Munalbasti,NO,NO,NO,NO,NO,5
1069,Munalbasti,NO,NO,NO,NO,NO,5
1070,Ganeshpur,NO,NO,NO,NO,NO,5
1070,Ganeshpur,NO,NO,NO,NO,NO,5
1070,Ganeshpur,NO,NO,NO,NO,NO,5
1071,Mahamadpur,NO,NO,NO,NO,NO,5
1071,Mahamadpur,NO,NO,NO,NO,NO,5
1071,Mahamadpur,NO,NO,NO,NO,NO,5
1072,Gulariya,NO,NO,NO,NO,NO,5
1072,Gulariya,NO,NO,NO,NO,NO,5
1072,Gulariya,NO,NO,NO,NO,NO,5
1073,Aashapur Pakadia,NO,NO,NO,NO,NO,5
1073,Aashapur Pakadia,NO,NO,NO,NO,NO,5
1073,Aashapur Pakadia,NO,NO,NO,NO,NO,5
1074,Bansagadhi,NO,NO,NO,NO,NO,5
1074,Bansagadhi,OYO 347 Hotel New Atithi,"Asian Highway 2, Bansagadhi 21800","""Riverside views, good for nature lovers""",4,Mid: $25–$45,5
1074,Bansagadhi,NO,NO,NO,NO,NO,5
1075,Baniyabhar,NO,NO,NO,NO,NO,5
1075,Baniyabhar,NO,NO,NO,NO,NO,5
1075,Baniyabhar,NO,NO,NO,NO,NO,5
1076,Padanaha,NO,NO,NO,NO,NO,5
1076,Padanaha,NO,NO,NO,NO,NO,5
1076,Padanaha,NO,NO,NO,NO,NO,5
1077,Bela,NO,NO,NO,NO,NO,5
1077,Bela,NO,NO,NO,NO,NO,5
1077,Bela,NO,NO,NO,NO,NO,5
1078,Dhodhari,NO,NO,NO,NO,NO,5
1078,Dhodhari,NO,NO,NO,NO,NO,5
1078,Dhodhari,NO,NO,NO,NO,NO,5
1079,Suryapatawa,Bardiya Nature Lodge,"Madhuban 2, Khairini 21800","""Eco-friendly, close to nature""",4.5,Mid: $25–$45,5
1079,Suryapatawa,Bardiya Community Homestay,"C66J+45W, 21800","""Budget-friendly, central location""",4.2,Low: $12–$25,5
1079,Suryapatawa,Babai Resort Pvt. Ltd.,"National Park, Thakudwara 21800","""Riverside views, good for nature lovers""",4.3,High: $40–$70,5
1080,Khairi Chandanpur,NO,NO,NO,NO,NO,5
1080,Khairi Chandanpur,NO,NO,NO,NO,NO,5
1080,Khairi Chandanpur,NO,NO,NO,NO,NO,5
1081,Manau,NO,NO,NO,NO,NO,5
1081,Manau,NO,NO,NO,NO,NO,5
1081,Manau,NO,NO,NO,NO,NO,5
1082,Kohalpur,Hotel S.S Dream,"Medical college Road Kohalpur, Nepalgunj, Kohalpur, Nepalgunj 21904","""Peaceful surroundings, basic facilities""",4.2,Mid: $25–$45,5
1082,Kohalpur,SPOT ON 568 Hotel Panas,"Hotel Panas, Mahendra Hwy, Kohalpur 21904","""Riverside views, good for nature lovers""",3.9,Low: $12–$25,5
1082,Kohalpur,SPOT ON 365 Nepaltop Hotel & Lodge,"Mahendra Hwy, Kohalpur 21904","""Mountain views, cultural experience""",4,High: $40–$70,5
