Destination ID,Destination ,District,Best Season,Tags,Main Category,Activities,Difficulty Level,Accessibility,Latitude,Longitude,Province
916,Damauli,Tanahun,Oct–Nov,Urbanic,Urban & Modern Attractions,"Market, local trips",Easy,Road,27.95,84.15,4
917,Arjunchaupari,Syangja,Oct–Nov,"Rural, Hills",Natural Attractions,"Hikes, cultural visit",Easy,Road,28.08,83.87,4
918,Pelkachaur,Syangja,Oct–Nov,"Rural, Hills",Natural Attractions,"Hiking, culture",Easy,Road,28.12,83.8,4
919,Putalibazar,Syangja,Sep–Nov,Urbanic,Urban & Modern Attractions,"Village walk, temples",Easy,Road,28.0667,83.8833,4
920,Amppipal,Gorkha,Sep–Nov,Rural,Village & Rural Tourism,"Village stay, local culture",Medium,Road,28.067,84.533,4
921,Makaikhola,Kaski,Sep–Nov,Rural,Village & Rural Tourism,"Village walks, stream-side visits",Easy–Medium,Road,28.2634,83.6791,4
922,Chongur (Chhyokhar),Mustang (Muktinath area),Sep–Nov,"Village, Mountains",Natural Attractions,"High-valley village walks, cultural visits",Hard,Trek / jeep to valley,(approx) 28.99–29.02,~83.88–83.90,4
923,Tangbe,Mustang,Sep–Nov,"Village, Mountains",Natural Attractions,"Culture, trekking stops",Hard,Trek route (Annapurna/Upper Mustang),~29.02,~83.90,4
924,Majibari,Lamjung,Sep–Nov,Village,Village & Rural Tourism,"Rural life, local walks",Easy,Road (gravel),(Lamjung area),(see source),4
925,Dhakmar,Mustang,Sep–Nov,"Village, Mountains",Natural Attractions,"Trekking, high-valley views",Hard,Trek,29.0825,83.8778,4
926,Tsarang / Charang,Mustang,Sep–Nov,"Village, Religious",Cultural & Religious Sites,"Monastery, culture",Hard (permit),Road/trek in Upper Mustang,29.0926,83.9323,4
927,Yara (Yara Ghara area),Mustang (Upper Mustang),Sep–Nov,"Village, Mountains",Natural Attractions,"Trekking, remote village visits",Hard,Trek,(Upper Mustang),(approx),4
928,Luri Gompa,Mustang,Sep–Nov,"Religious, Mountains",Natural Attractions,"Monastery visits, short hikes",Hard,Trek,(approx),(approx),4
929,Chhusang,Mustang,Sep–Nov,"Village, Mountains",Natural Attractions,"Photography, village walks",Hard,Road/trek (Annapurna/upper Kali Gandaki),(approx),(approx),4
930,Lumbini Village Lesser Temples,Rupandehi,Oct–Mar,Temple; Local; Cultural,Cultural & Religious Sites,Worship; Photography; Cultural Tour,Easy,Road Accessible,27.48,83.27,5
931,Tansen,Palpa,Oct–Mar,Town; Heritage; Hill,Natural Attractions,Sightseeing; Photography; Cultural Tour,Easy,Road Accessible,27.88,83.545,5
932,Khaireni Hill Viewpoint,Dang,Oct–Mar,Hill; Viewpoint; Scenic,Natural Attractions,Photography; Short Trek; Nature Walks,Easy,Road + Short Hike,28.05,82.6,5
933,Dang Valley Minor Viewpoints,Dang,Oct–Mar,Hill; Scenic; Nature,Natural Attractions,Photography; Nature Walks; Short Trek,Easy,Road + Short Hike,28.05,82.61,5
934,Buddha Statue Viewpoint,Rupandehi,Oct–Mar,Viewpoint; Scenic; Cultural,Natural Attractions,Photography; Short Walk; Sightseeing,Easy,Road + Short Hike,27.485,83.28,5
935,Majhgaon Hill Lesser Viewpoints,Dang,Oct–Mar,Hill; Scenic; Nature,Natural Attractions,Photography; Short Trek; Nature Walks,Easy,Road + Short Hike,28.065,82.625,5
936,Dang Offbeat Hilltop,Dang,Oct–Mar,Hill; Scenic; Nature,Natural Attractions,Photography; Short Trek; Nature Walks,Easy,Road + Short Hike,28.055,82.615,5
937,Jagatnagar Village,Arghakhanchi,Oct–Mar,Village; Cultural; Nature,Natural Attractions,Homestay; Photography; Cultural Tour; Short Trek,Moderate,Road + Trek,27.83,83.31,5
938,Rupandehi Traditional Villages,Rupandehi,Oct–Mar,Village; Cultural; Local,Cultural & Religious Sites,Homestay; Cultural Tour; Photography; Local Food,Easy,Road Accessible,27.48,83.25,5
939,Ghodaghodi Lesser Villages,Kailali/Rupandehi,Oct–Mar,Village; Cultural; Nature,Natural Attractions,Homestay; Cultural Tour; Photography; Nature Walks,Easy,Road + Short Trek,27.695,82.925,5
940,Syangja Waterfall,Palpa,Oct–Mar,Waterfall; Nature; Offbeat,Natural Attractions,Sightseeing; Photography; Short Hike,Easy,Road + Short Hike,27.88,83.55,5
941,Mahendra Cave,Rupandehi,Oct–Mar,Cave; Natural; Scenic,Natural Attractions,Sightseeing; Photography; Adventure,Easy,Road Accessible,27.682,83.443,5
942,Siddha Cave,Rupandehi,Oct–Mar,Cave; Nature; Adventure,Natural Attractions,Sightseeing; Photography; Adventure,Easy,Road Accessible,27.68,83.44,5
943,Pyuthan Micro Viewpoint,Pyuthan,Oct–Mar,Viewpoint; Nature; Offbeat,Natural Attractions,Photography; Short Trek; Nature Observation,Moderate,Road + Short Trek,28.25,82.75,5
944,Pyuthan,Pyuthan,Oct–Nov,"Hills, Scenic",Natural Attractions,"Photography, Walking",Moderate,Road + Trek,28.106,82.823,5
945,Bardiya,Bardiya,Oct–Feb,"Wildlife, Nature",Natural Attractions,"Safari, Photography",Easy,Road accessible,28.296,81.532,5
946,Dang,Dang,Oct–Feb,"Valley, Scenic",Natural Attractions,"Hiking, Photography",Easy,Road accessible,28.017,82.493,5
947,Kothi River,Arghakhanchi,Oct–Mar,River; Nature; Scenic,Natural Attractions,Sightseeing; Photography; Picnic,Easy,Road Accessible,27.82,83.3,5
948,Gaidahawa Lake,Rupandehi,Oct–Mar,Lake; Nature; Scenic,Natural Attractions,Photography; Sightseeing; Picnic,Easy,Road Accessible,27.43,83.24,5
949,Kothi Minor Temples,Arghakhanchi,Oct–Mar,Temple; Local; Cultural,Cultural & Religious Sites,Worship; Photography; Short Walk,Easy,Road Accessible,27.825,83.305,5
950,Ghodaghodi Lake,Kailali/Rupandehi,Oct–Mar,Lake; Wetland; Nature; Birdwatching,Natural Attractions,Sightseeing; Photography; Birdwatching; Boating,Easy,Road Accessible,27.69,82.92,5
951,Devdaha Ancient Monuments Minor Sites,Rupandehi,Oct–Mar,Heritage; Cultural; Historical,Cultural & Religious Sites,Sightseeing; Photography; Cultural Tour,Easy,Road Accessible,27.528,83.35,5
952,Tansen Lesser Waterfalls,Palpa,Oct–Mar,Waterfall; Nature; Offbeat,Natural Attractions,Sightseeing; Photography; Short Hike,Easy,Road + Short Hike,27.885,83.548,5
953,Arghakhanchi,Arghakhanchi,Oct–Feb,"Hills, Culture",Natural Attractions,"Village Walks, Photography",Easy,Road accessible,28.133,83.205,5
954,Kapilvastu,Kapilvastu,Oct–Feb,"Cultural, Religious",Cultural & Religious Sites,"Sightseeing, Photography",Easy,Road accessible,27.5,83,5
955,Rupandehi,Rupandehi,Oct–Feb,"Cultural, Religious",Cultural & Religious Sites,"Sightseeing, Photography",Easy,Road accessible,27.52,83.45,5
956,Palpa,Palpa,Oct–Feb,"Hills, Scenic",Natural Attractions,"Sightseeing, Trekking",Moderate,Road + Trek,27.883,83.537,5
957,Bardiya Tiny Shrine,Bardiya,Oct–Nov,"Spiritual, Shrine",Cultural & Religious Sites,"Temple Visit, Photography",Easy,Road accessible,28.296,81.532,5
958,Dang Minor Temple,Dang,Oct–Nov,"Spiritual, Temple",Cultural & Religious Sites,"Temple Visit, Photography",Easy,Road accessible,28.017,82.493,5
959,Siddha Baba Temple (Butwal area),Rupandehi,Oct-Mar,"Religious, Cultural",Cultural & Religious Sites,"Pilgrimage, Local Festivals",Easy,"Road, Easy",27.7,83.45,5
960,Tila Village (Rupandehi rural tourism example),Rupandehi,Oct-Mar,"Rural, Cultural",Cultural & Religious Sites,"Homestay, Cultural Tours",Easy,"Road, Easy",27.6,83.3,5
961,Rupandehi Cultural Sites (Siddharthanagar),Rupandehi,Oct-Mar,"Cultural, Religious",Cultural & Religious Sites,"Pilgrimage, Museum Visits",Easy,"Road, Easy",27.7,83.45,5
962,Kapilvastu (Tilaurakot),Kapilvastu,Oct-Mar,"Historical, Religious",Cultural & Religious Sites,"Heritage Tourism, Pilgrimage",Easy,"Road, Easy",27.5078,83.0111,5
963,Bardiya National Park,Bardiya,Oct-Mar,"Wildlife, Safari",Wildlife & Conservation,"Wildlife Safari, Birdwatching",Easy-Moderate,"Road, Moderate",28.2956,81.667,5
964,Tansen (Palpa),Palpa,Oct-Mar,"Hill Station, Heritage",Natural Attractions,"Heritage Walk, Sightseeing",Easy-Moderate,"Road, Moderate",27.8761,83.5414,5
965,Lumbini (Mayadevi Temple),Rupandehi,Oct-Mar,"Religious, UNESCO",Cultural & Religious Sites,"Pilgrimage, Historical Tourism",Easy,"Road, Easy",27.6792,83.507,5
966,Lumbini Sacred Garden,Rupandehi,Oct–Mar,Temple; Buddhist; Pilgrimage; Heritage,Cultural & Religious Sites,Sightseeing; Photography; Cultural Tour; Worship,Easy,Road Accessible,27.4845,83.276,5
967,Ramgram Stupa,Nawalparasi,Oct–Mar,Temple; Buddhist; Pilgrimage,Cultural & Religious Sites,Worship; Photography; Cultural Tour,Easy,Road Accessible,27.563,83.548,5
968,Devdaha Minor Monuments,Rupandehi,Oct–Feb,"Cultural, Heritage",Cultural & Religious Sites,"Sightseeing, Photography",Easy,Road accessible,27.518,83.453,5
969,Lumbini,Rupandehi,Oct–Feb,"Spiritual, UNESCO",Cultural & Religious Sites,"Sightseeing, Photography",Easy,Road accessible,27.6792,83.507,5
970,Majhgaon Waterfall,Dang,Oct–Mar,Waterfall; Nature; Offbeat,Natural Attractions,Sightseeing; Photography; Short Hike,Easy,Road + Short Hike,28.06,82.62,5
971,Tilaurakot Palace Ruins,Kapilvastu,Oct–Mar,Heritage; Archaeology; Historical,Cultural & Religious Sites,Sightseeing; Photography; Cultural Tour,Easy,Road Accessible,27.555,82.748,5
972,Chitwan Riverbank Minor Spots,Nawalparasi,Oct–Mar,River; Nature; Offbeat,Natural Attractions,Photography; Birdwatching; Short Walk,Easy,Road Accessible,27.73,83.52,5
973,Barahi Temple,Palpa,Oct–Mar,Temple; Hindu; Local,Cultural & Religious Sites,Worship; Photography; Cultural Visit,Easy,Road Accessible,27.883,83.542,5
974,Tinau River,Palpa/Rupandehi,Oct–Mar,River; Nature; Scenic,Natural Attractions,Sightseeing; Photography; Fishing,Easy,Road Accessible,27.91,83.54,5
975,Butwal Cultural Area,Rupandehi,Oct–Mar,Village; Cultural; Heritage,Cultural & Religious Sites,Cultural Tour; Photography; Local Experience,Easy,Road Accessible,27.7,83.45,5
976,Maya Devi Temple,Rupandehi,Oct–Mar,Temple; Buddhist; Pilgrimage,Cultural & Religious Sites,Sightseeing; Photography; Worship,Easy,Road Accessible,27.4849,83.278,5
977,Puskharni Pond,Rupandehi,Oct–Mar,Lake; Sacred; Pilgrimage,Natural Attractions,Sightseeing; Photography; Worship,Easy,Road Accessible,27.484,83.2765,5
978,Arghakhanchi,Arghakhanchi,Oct–Feb,"Hills, Culture",Natural Attractions,"Village Walks, Photography",Easy,Road accessible,28.133,83.205,5
979,Barahi Temple,Palpa,Oct–Mar,Temple; Hindu; Local,Cultural & Religious Sites,Worship; Photography; Cultural Visit,Easy,Road Accessible,27.883,83.542,5
980,Bardiya,Bardiya,Oct–Feb,"Wildlife, Nature",Natural Attractions,"Safari, Photography",Easy,Road accessible,28.296,81.532,5
981,Bardiya National Park,Bardiya,Oct-Mar,"Wildlife, Safari",Wildlife & Conservation,"Wildlife Safari, Birdwatching",Easy-Moderate,"Road, Moderate",28.2956,81.667,5
982,Bardiya Tiny Shrine,Bardiya,Oct–Nov,"Spiritual, Shrine",Cultural & Religious Sites,"Temple Visit, Photography",Easy,Road accessible,28.296,81.532,5
983,Buddha Statue Viewpoint,Rupandehi,Oct–Mar,Viewpoint; Scenic; Cultural,Natural Attractions,Photography; Short Walk; Sightseeing,Easy,Road + Short Hike,27.485,83.28,5
984,Butwal Cultural Area,Rupandehi,Oct–Mar,Village; Cultural; Heritage,Cultural & Religious Sites,Cultural Tour; Photography; Local Experience,Easy,Road Accessible,27.7,83.45,5
985,Chitwan Riverbank Minor Spots,Nawalparasi,Oct–Mar,River; Nature; Offbeat,Natural Attractions,Photography; Birdwatching; Short Walk,Easy,Road Accessible,27.73,83.52,5
986,Dang,Dang,Oct–Feb,"Valley, Scenic",Natural Attractions,"Hiking, Photography",Easy,Road accessible,28.017,82.493,5
987,Dang Minor Temple,Dang,Oct–Nov,"Spiritual, Temple",Cultural & Religious Sites,"Temple Visit, Photography",Easy,Road accessible,28.017,82.493,5
988,Dang Offbeat Hilltop,Dang,Oct–Mar,Hill; Scenic; Nature,Natural Attractions,Photography; Short Trek; Nature Walks,Easy,Road + Short Hike,28.055,82.615,5
989,Dang Valley Minor Viewpoints,Dang,Oct–Mar,Hill; Scenic; Nature,Natural Attractions,Photography; Nature Walks; Short Trek,Easy,Road + Short Hike,28.05,82.61,5
990,Devdaha Ancient Monuments Minor Sites,Rupandehi,Oct–Mar,Heritage; Cultural; Historical,Cultural & Religious Sites,Sightseeing; Photography; Cultural Tour,Easy,Road Accessible,27.528,83.35,5
991,Devdaha Minor Monuments,Rupandehi,Oct–Feb,"Cultural, Heritage",Cultural & Religious Sites,"Sightseeing, Photography",Easy,Road accessible,27.518,83.453,5
992,Gaidahawa Lake,Rupandehi,Oct–Mar,Lake; Nature; Scenic,Natural Attractions,Photography; Sightseeing; Picnic,Easy,Road Accessible,27.43,83.24,5
993,Ghodaghodi Lake,Kailali/Rupandehi,Oct–Mar,Lake; Wetland; Nature; Birdwatching,Natural Attractions,Sightseeing; Photography; Birdwatching; Boating,Easy,Road Accessible,27.69,82.92,5
994,Ghodaghodi Lesser Villages,Kailali/Rupandehi,Oct–Mar,Village; Cultural; Nature,Natural Attractions,Homestay; Cultural Tour; Photography; Nature Walks,Easy,Road + Short Trek,27.695,82.925,5
995,Jagatnagar Village,Arghakhanchi,Oct–Mar,Village; Cultural; Nature,Natural Attractions,Homestay; Photography; Cultural Tour; Short Trek,Moderate,Road + Trek,27.83,83.31,5
996,Kapilvastu,Kapilvastu,Oct–Feb,"Cultural, Religious",Cultural & Religious Sites,"Sightseeing, Photography",Easy,Road accessible,27.5,83,5
997,Kapilvastu (Tilaurakot),Kapilvastu,Oct-Mar,"Historical, Religious",Cultural & Religious Sites,"Heritage Tourism, Pilgrimage",Easy,"Road, Easy",27.5078,83.0111,5
998,Khaireni Hill Viewpoint,Dang,Oct–Mar,Hill; Viewpoint; Scenic,Natural Attractions,Photography; Short Trek; Nature Walks,Easy,Road + Short Hike,28.05,82.6,5
999,Kothi Minor Temples,Arghakhanchi,Oct–Mar,Temple; Local; Cultural,Cultural & Religious Sites,Worship; Photography; Short Walk,Easy,Road Accessible,27.825,83.305,5
1000,Kothi River,Arghakhanchi,Oct–Mar,River; Nature; Scenic,Natural Attractions,Sightseeing; Photography; Picnic,Easy,Road Accessible,27.82,83.3,5
1001,Lumbini,Rupandehi,Oct–Feb,"Spiritual, UNESCO",Cultural & Religious Sites,"Sightseeing, Photography",Easy,Road accessible,27.6792,83.507,5
1002,Lumbini Sacred Garden,Rupandehi,Oct–Mar,Temple; Buddhist; Pilgrimage; Heritage,Cultural & Religious Sites,Sightseeing; Photography; Cultural Tour; Worship,Easy,Road Accessible,27.4845,83.276,5
1003,Lumbini Village Lesser Temples,Rupandehi,Oct–Mar,Temple; Local; Cultural,Cultural & Religious Sites,Worship; Photography; Cultural Tour,Easy,Road Accessible,27.48,83.27,5
1004,Mahendra Cave,Rupandehi,Oct–Mar,Cave; Natural; Scenic,Natural Attractions,Sightseeing; Photography; Adventure,Easy,Road Accessible,27.682,83.443,5
1005,Majhgaon Hill Lesser Viewpoints,Dang,Oct–Mar,Hill; Scenic; Nature,Natural Attractions,Photography; Short Trek; Nature Walks,Easy,Road + Short Hike,28.065,82.625,5
1006,Majhgaon Waterfall,Dang,Oct–Mar,Waterfall; Nature; Offbeat,Natural Attractions,Sightseeing; Photography; Short Hike,Easy,Road + Short Hike,28.06,82.62,5
1007,Maya Devi Temple,Rupandehi,Oct–Mar,Temple; Buddhist; Pilgrimage,Cultural & Religious Sites,Sightseeing; Photography; Worship,Easy,Road Accessible,27.4849,83.278,5
1008,Palpa,Palpa,Oct–Feb,"Hills, Scenic",Natural Attractions,"Sightseeing, Trekking",Moderate,Road + Trek,27.883,83.537,5
1009,Puskharni Pond,Rupandehi,Oct–Mar,Lake; Sacred; Pilgrimage,Natural Attractions,Sightseeing; Photography; Worship,Easy,Road Accessible,27.484,83.2765,5
1010,Ramgram Stupa,Nawalparasi,Oct–Mar,Temple; Buddhist; Pilgrimage,Cultural & Religious Sites,Worship; Photography; Cultural Tour,Easy,Road Accessible,27.563,83.548,5
1011,Rupa Lake (near Pokhara / boundary),Kaski,"Sep-Nov, Mar-May","Lake, Leisure",Natural Attractions,"Boating, Birdwatching",Easy,"Road, Easy",28.2333,84.0167,5
1012,Rupandehi,Rupandehi,Oct–Feb,"Cultural, Religious",Cultural & Religious Sites,"Sightseeing, Photography",Easy,Road accessible,27.52,83.45,5
1013,Rupandehi Cultural Sites (Siddharthanagar),Rupandehi,Oct-Mar,"Cultural, Religious",Cultural & Religious Sites,"Pilgrimage, Museum Visits",Easy,"Road, Easy",27.7,83.45,5
1014,Rupandehi Traditional Villages,Rupandehi,Oct–Mar,Village; Cultural; Local,Cultural & Religious Sites,Homestay; Cultural Tour; Photography; Local Food,Easy,Road Accessible,27.48,83.25,5
1015,Siddha Baba Temple (Butwal area),Rupandehi,Oct-Mar,"Religious, Cultural",Cultural & Religious Sites,"Pilgrimage, Local Festivals",Easy,"Road, Easy",27.7,83.45,5
1016,Siddha Cave,Rupandehi,Oct–Mar,Cave; Nature; Adventure,Natural Attractions,Sightseeing; Photography; Adventure,Easy,Road Accessible,27.68,83.44,5
1017,Syangja Waterfall,Palpa,Oct–Mar,Waterfall; Nature; Offbeat,Natural Attractions,Sightseeing; Photography; Short Hike,Easy,Road + Short Hike,27.88,83.55,5
1018,Tansen,Palpa,Oct–Mar,Town; Heritage; Hill,Natural Attractions,Sightseeing; Photography; Cultural Tour,Easy,Road Accessible,27.88,83.545,5
1019,Tansen Lesser Waterfalls,Palpa,Oct–Mar,Waterfall; Nature; Offbeat,Natural Attractions,Sightseeing; Photography; Short Hike,Easy,Road + Short Hike,27.885,83.548,5
1020,Tila Village (Rupandehi rural tourism example),Rupandehi,Oct-Mar,"Rural, Cultural",Cultural & Religious Sites,"Homestay, Cultural Tours",Easy,"Road, Easy",27.6,83.3,5
1021,Tilaurakot Palace Ruins,Kapilvastu,Oct–Mar,Heritage; Archaeology; Historical,Cultural & Religious Sites,Sightseeing; Photography; Cultural Tour,Easy,Road Accessible,27.555,82.748,5
1022,Tinau River,Palpa/Rupandehi,Oct–Mar,River; Nature; Scenic,Natural Attractions,Sightseeing; Photography; Fishing,Easy,Road Accessible,27.91,83.54,5
1023,Kamal Pokhari,Rukum East,Oct–Dec,"Scenic, Waterbody",Natural Attractions,Sightseeing,Easy,Road,28.5800° N,82.8700° E,5
1024,Kamal Dah,Rukum East,Oct–Dec,Scenic,Natural Attractions,Hiking,Moderate,Road,28.5820° N,82.8720° E,5
1025,Deurali Cave,Rukum East,Oct–Dec,"Religious, Cave",Natural Attractions,Trekking,Moderate,Trail,28.5850° N,82.8750° E,5
1026,Jogidanda,Rukum East,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,28.5900° N,82.8800° E,5
1027,Rangsi,Rukum East,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,28.5950° N,82.8850° E,5
1028,Jang,Rukum East,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,28.6000° N,82.8900° E,5
1029,Hukam,Rukum East,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,28.6050° N,82.8950° E,5
1030,Sundah,Dang,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,28.0000° N,82.0000° E,5
1031,Sisne,Dang,Oct–Dec,"Scenic, Rural",Natural Attractions,Hiking,Moderate,Road,28.0100° N,82.0100° E,5
1032,Thawang,Rolpa,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,28.2000° N,82.3000° E,5
1033,Rujikhola,Pyuthan,Oct–Dec,Waterbody,Village & Rural Tourism,Trekking,Moderate,Trail,28.1000° N,82.2000° E,5
1034,Naribang,Pyuthan,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,28.1050° N,82.2050° E,5
1035,Tulsipur,Dang,Oct–Dec,Urban,Urban & Modern Attractions,Sightseeing,Easy,Road,28.0500° N,82.1000° E,5
1036,Beljhundi,Dang,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,28.0550° N,82.1050° E,5
1037,Dudhras,Dang,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,28.0600° N,82.1100° E,5
1038,Khaira,Dang,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,28.0650° N,82.1150° E,5
1039,Bangaun,Dang,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,28.0700° N,82.1200° E,5
1040,Narayanpur,Dang,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,28.0750° N,82.1250° E,5
1041,Nayagaun,Dang,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,28.0800° N,82.1300° E,5
1042,Okharkot,Pyuthan,Oct–Dec,Scenic,Natural Attractions,Hiking,Moderate,Road,28.1100° N,82.2100° E,5
1043,Bandikot,Pyuthan,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,28.1150° N,82.2150° E,5
1044,Mayalpokhari,Rolpa,Oct–Dec,Waterbody,Village & Rural Tourism,Trekking,Moderate,Trail,28.2200° N,82.3200° E,5
1045,Sirseni,Dang,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,28.0250° N,82.1050° E,5
1046,Dhamir,Rolpa,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,28.2250° N,82.3250° E,5
1047,Arje,Rolpa,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,28.2300° N,82.3300° E,5
1048,Chhapahile,Rolpa,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,28.2350° N,82.3350° E,5
1049,Neta,Rolpa,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,28.2400° N,82.3400° E,5
1050,Gwalichaur,Rolpa,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,28.2450° N,82.3450° E,5
1051,Malagiri,Rolpa,Oct–Dec,Scenic,Natural Attractions,Hiking,Moderate,Road,28.2500° N,82.3500° E,5
1052,Narikot,Rolpa,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,28.2550° N,82.3550° E,5
1053,Majhakot,Rolpa,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,28.2600° N,82.3600° E,5
1054,Loharpani,Rolpa,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,28.2650° N,82.3650° E,5
1055,Syuja,Rolpa,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,28.2700° N,82.3700° E,5
1056,Tripur,Rolpa,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,28.2750° N,82.3750° E,5
1057,Manpur,Rolpa,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,28.2800° N,82.3800° E,5
1058,Phulbari,Banke,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,28.0800° N,81.6200° E,5
1059,Goltakuri,Banke,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,28.0850° N,81.6250° E,5
1060,Bejapur,Banke,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,28.0900° N,81.6300° E,5
1061,Narainapur,Banke,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,28.0950° N,81.6350° E,5
1062,Matahiya,Banke,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,28.1000° N,81.6400° E,5
1063,Gangapur,Banke,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,28.1050° N,81.6450° E,5
1064,Holiya,Banke,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,28.1100° N,81.6500° E,5
1065,Betahani,Banke,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,28.1150° N,81.6550° E,5
1066,Puraina,Banke,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,28.1200° N,81.6600° E,5
1067,Nepalgunj,Banke,Oct–Dec,Urban,Urban & Modern Attractions,Sightseeing,Easy,Road,28.0500° N,81.6167° E,5
1068,Kalika,Banke,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,28.1250° N,81.6650° E,5
1069,Munalbasti,Banke,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,28.1300° N,81.6700° E,5
1070,Ganeshpur,Banke,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,28.1350° N,81.6750° E,5
1071,Mahamadpur,Banke,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,28.1400° N,81.6800° E,5
1072,Gulariya,Bardiya,Oct–Dec,Urban,Urban & Modern Attractions,Sightseeing,Easy,Road,28.2167° N,81.6167° E,5
1073,Aashapur Pakadia,Bardiya,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,28.1450° N,81.6850° E,5
1074,Bansagadhi,Bardiya,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,28.1500° N,81.6900° E,5
1075,Baniyabhar,Bardiya,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,28.1550° N,81.6950° E,5
1076,Padanaha,Bardiya,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,28.1600° N,81.7000° E,5
1077,Bela,Bardiya,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,28.1650° N,81.7050° E,5
1078,Dhodhari,Bardiya,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,28.1700° N,81.7100° E,5
1079,Suryapatawa,Bardiya,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,28.1750° N,81.7150° E,5
1080,Khairi Chandanpur,Bardiya,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,28.1800° N,81.7200° E,5
1081,Manau,Bardiya,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,28.1850° N,81.7250° E,5
1082,Kohalpur,Banke,Oct–Dec,Urban,Urban & Modern Attractions,Sightseeing,Easy,Road,28.1833° N,81.6167° E,5
1083,Babai,Bardiya,Oct–Dec,"River, Scenic",Natural Attractions,"Sightseeing, Fishing",Easy,Road,28.1900° N,81.7300° E,5
1084,Kabhrechaur,Bardiya,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,28.1950° N,81.7350° E,5
1085,Sahare,Bardiya,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,28.2000° N,81.7400° E,5
1086,Dasarathpur,Bardiya,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,28.2050° N,81.7450° E,5
1087,Ramghat,Bardiya,Oct–Dec,Scenic,Natural Attractions,Sightseeing,Easy,Road,28.2100° N,81.7500° E,5
1088,Satakhani,Bardiya,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,28.2150° N,81.7550° E,5
1089,Uttarganga,Bardiya,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,28.2200° N,81.7600° E,5
