destination_id,destination,district,best_season,tags,main_category,activities,difficulty_level,accessibility,latitude,longitude,province,description,transportation,attraction_total_reviews,attraction_sample_reviews,hotel_name_1,hotel_location_1,hotel_review_short_1,hotel_rating_approx_1,hotel_price_1,hotel_name_2,hotel_location_2,hotel_review_short_2,hotel_rating_approx_2,hotel_price_2,hotel_name_3,hotel_location_3,hotel_review_short_3,hotel_rating_approx_3,hotel_price_3,restaurant_name_1,restaurant_location_name_1,restaurant_rating_1,restaurant_price_range_1,restaurant_name_2,restaurant_location_name_2,restaurant_rating_2,restaurant_price_range_2,restaurant_name_3,restaurant_location_name_3,restaurant_rating_3,restaurant_price_range_3,event_name,event_venue,event_month_season,event_type,event_description,destination_image_path,hotel1_image_path,hotel2_image_path,hotel3_image_path,restaurant1_image_path,restaurant2_image_path,restaurant3_image_path
11,makalu barun national park,sankhuwasabha,Mar–May; Sep–Nov,Remote Trekking; Wilderness; Biodiversity,Trekking & Adventure,Trekking; Wildlife Spotting; Camping; Photography,Hard,Flight + Trekking,27.8833,87.2333,1," Covering diverse landscapes from subtropical forests to snow-covered peaks, this park protects Mount Makalu and an incredible range of wildlife. It is one of the few places where tropical and alpine ecosystems coexist, offering unique biodiversity","From Kathmandu, fly to Tumlingtar and trek to reach Makalu Barun National Park in Sankhuwasabha.",369,A haven of biodiversity and rugged Himalayan landscapes.,Hotel Orchid & Lodge,Khandbari,Gateway lodgings for Makalu treks; sturdy rooms.,4.1,High (~$90+),Hotel Murchunga International.,Dhankuta,Rustic lodge used by trekking groups.,4,Low (~$10–20),Almost Home Guest House And Cafe,Khandbari,Basic but reliable for expedition logistics.,3.9,Medium (~$35–60),No,No,No,No,No,No,No,No,No,No,No,No,Makalu-Barun Conservation & Community Festival (proposed / seasonal),Park entrance / local village community halls,Spring & Autumn (trekking seasons),Conservation / Community / Trekking outreach,Park and NGOs host occasional conservation / awareness events; large public festivals tied to the park are not common — proposed entry recommended.,Makalu Barun National Park\Makalu Barun National Park 1.1.jpeg; Makalu Barun National Park\Makalu Barun National Park 1.2.jpeg; Makalu Barun National Park\Makalu Barun National Park 1.3.jpeg; Makalu Barun National Park\Makalu Barun National Park 1.4.jpeg; Makalu Barun National Park\Makalu Barun National Park 1.5.jpeg; Makalu Barun National Park\Makalu Barun National Park 1.6.jpeg; Makalu Barun National Park\Makalu Barun National Park 1.7.jpeg; Makalu Barun National Park\Makalu Barun National Park 1.8.jpeg,hotel_images\makalu barun national park\Hotel Orchid & Lodge\bar.jpg; hotel_images\makalu barun national park\Hotel Orchid & Lodge\bathroom.jpg; hotel_images\makalu barun national park\Hotel Orchid & Lodge\rooms.jpg; hotel_images\makalu barun national park\Hotel Orchid & Lodge\view.jpg,hotel_images\makalu barun national park\Hotel Murchunga International.\dining.jpg; hotel_images\makalu barun national park\Hotel Murchunga International.\entrance.jpg; hotel_images\makalu barun national park\Hotel Murchunga International.\rooms.jpg,hotel_images\makalu barun national park\Almost Home Guest House And Cafe\cafe.jpg; hotel_images\makalu barun national park\Almost Home Guest House And Cafe\food.jpg; hotel_images\makalu barun national park\Almost Home Guest House And Cafe\twin-bed-room.jpg; hotel_images\makalu barun national park\Almost Home Guest House And Cafe\view-from-roof.jpg,,,
12,triveni dham,nawalparasi,Oct–Mar,"Pilgrimage Site, Religious Tourism, River Confluence, Hindu Temple",Natural Attractions,"Holy Bathing, Temple Visit, Religious Fair, Boating, Sightseeing",Easy,Road Accessible,27.45,83.93,1,"A sacred Hindu pilgrimage site at the confluence of three rivers, Triveni Dham is revered for its spiritual significance. Pilgrims gather here for rituals and fairs, making it a vibrant center of devotion and culture.","From Kathmandu, drive to Nawalpur via Narayanghat and continue toward the Triveni Dham pilgrimage site.",700,A sacred confluence where devotees gather for peace and purification.,Hotel Atithi,Nearby small town,Mid-range option with decent cleanliness.,4,Low (~$10–20),Hotel heaven triveni,Nearby small town,Budget stay for short pilgrim visits.,3.7,Medium (~$35–60),Hotel green land,Nearby small town,Quiet cottage with river access.,4,High (~$90+),Ashok Hotel,"FW3H+WMC, Tribeni 33007",4,Low (~$10–20),Gaurav restaurant and lounge,"CWX9+P5P, Tribeni 33007",3.7,Medium (~$35–60),Momo land,"FW34+RFG, Tribeni 33007",4,High (~$90+),NO,NO,NO,NO,NO,,hotel_images\triveni dham\Hotel Atithi\entrance.jpg; hotel_images\triveni dham\Hotel Atithi\logo.jpg; hotel_images\triveni dham\Hotel Atithi\rooms.jpg,hotel_images\triveni dham\Hotel heaven triveni\entrance.jpg; hotel_images\triveni dham\Hotel heaven triveni\rooms.jpg,hotel_images\triveni dham\Hotel green land\entrance.jpg; hotel_images\triveni dham\Hotel green land\food.jpg,restaurant_images\triveni dham\Ashok Hotel\ambience.png,restaurant_images\triveni dham\Gaurav restaurant and lounge\entrance.png,restaurant_images\triveni dham\Momo land\entrance.png; restaurant_images\triveni dham\Momo land\food.png
13,thamserku viewpoint,solukhumbu,"Mar–May, Sep–Nov","Mountain, Trekking, Viewpoint",Natural Attractions,"Trekking, Sunrise/Sunset Photography, Mountain Viewing",Hard,Trekking from Namche Bazaar,27.75,86.7,1,"This viewpoint offers breathtaking vistas of Thamserku peak, a striking mountain in the Everest region. It is a favorite stop for trekkers, providing a chance to admire the grandeur of the Himalayas.","From Kathmandu, fly to Lukla and trek through Namche Bazaar toward the Thamserku Viewpoint.From Kathmandu, fly to Lukla and trek via Namche Bazaar toward the Thamserku Viewpoint area.",500950,A spectacular spot to witness the grandeur of Thamserku peak. Offers stunning close-up views of Thamserku peak and Everest range.,"Himalayan Culture Home, Debouche",Khumjung ,Scenic viewpoint lodge for mountain views and sunrise.,4.2,Low (~$10–20),Thamserku View Lodge & Restaurant,Khumjung ,Practical stop for short treks and viewpoints.,4,High (~$90+),Everest Summit Lodge - Tashinga,Khumjung ,Budget cottage close to the trailhead.,3.8,Medium (~$35–60),No,No,No,No,No,No,No,No,No,No,No,No,Thamserku Mountain Festival (proposed),Viewpoint Area,Autumn,Adventure / Cultural,Mountain blessing ritual with cultural performances by Sherpa locals.,Thamserku Viewpoint\download (1).jpeg; Thamserku Viewpoint\download (2).jpeg; Thamserku Viewpoint\download (3).jpeg; Thamserku Viewpoint\download (5).jpeg; Thamserku Viewpoint\download.jpeg,"hotel_images\thamserku viewpoint\Himalayan Culture Home, Debouche\entrance.jpg; hotel_images\thamserku viewpoint\Himalayan Culture Home, Debouche\rooms.jpg; hotel_images\thamserku viewpoint\Himalayan Culture Home, Debouche\views.jpg",hotel_images\thamserku viewpoint\Thamserku View Lodge & Restaurant\entrance.jpg; hotel_images\thamserku viewpoint\Thamserku View Lodge & Restaurant\rooms.jpg; hotel_images\thamserku viewpoint\Thamserku View Lodge & Restaurant\views.jpg,hotel_images\thamserku viewpoint\Everest Summit Lodge - Tashinga\entrance.jpg; hotel_images\thamserku viewpoint\Everest Summit Lodge - Tashinga\rooms.jpg; hotel_images\thamserku viewpoint\Everest Summit Lodge - Tashinga\views.jpg,,,
14,taplejung micro temple,taplejung,Oct–Mar,Temple; Local; Offbeat,Cultural & Religious Sites,Worship; Photography; Short Walk,Easy,Road + Short Walk,27.3,87.6,1,"A small but culturally important shrine in Taplejung, the temple reflects local traditions and spiritual devotion. Despite its size, it holds deep meaning for the community.","From Kathmandu, drive or fly to Taplejung and visit the local micro temple sites in the town.From Kathmandu, travel to Taplejung and visit the local micro temples within the town area.",400760,A small yet spiritually rich temple nestled in a remote mountain setting. A small local temple that adds charm to the mountain setting.,The Hotel Nanglo,Pathibhara Devi Temple,Popular with temple visitors; helpful staff.,4,High (~$90+),Taplejung Guest House and Hotel Pathivara,Taplejung,Budget lodging steps from the shrine.,3.7,Low (~$10–20),Hotel Pathibhara (EV Charging point),Phungling,Mid-range option with good breakfast.,4.1,Medium (~$35–60),No,No,No,No,No,No,No,No,No,No,No,No,Taplejung Local Temple Jatra / Puja Day (proposed / local jatra),Micro temple precinct / village square,Local auspicious days and major festivals (Dashain / Tihar),Religious / Community fair (proposed),Small temples in Taplejung typically host annual jatras and special pujas during national festivals; no single widely publicized event for this micro-temple found online — proposed local jatra.,Taplejung\Taplejung 1.1.jpeg; Taplejung\Taplejung 1.10.jpeg; Taplejung\Taplejung 1.2.jpeg; Taplejung\Taplejung 1.3.jpeg; Taplejung\Taplejung 1.4.jpeg; Taplejung\Taplejung 1.5.jpeg; Taplejung\Taplejung 1.6.jpeg; Taplejung\Taplejung 1.7.jpeg; Taplejung\Taplejung 1.8.jpeg; Taplejung\Taplejung 1.9.jpeg,hotel_images\taplejung micro temple\The Hotel Nanglo\entrance.jpg; hotel_images\taplejung micro temple\The Hotel Nanglo\rooms.jpg; hotel_images\taplejung micro temple\The Hotel Nanglo\views.jpg,hotel_images\taplejung micro temple\Taplejung Guest House and Hotel Pathivara\entrance.jpg; hotel_images\taplejung micro temple\Taplejung Guest House and Hotel Pathivara\rooms.jpg; hotel_images\taplejung micro temple\Taplejung Guest House and Hotel Pathivara\view.jpg,hotel_images\taplejung micro temple\Hotel Pathibhara (EV Charging point)\rooms.jpg; hotel_images\taplejung micro temple\Hotel Pathibhara (EV Charging point)\rooms2.jpg; hotel_images\taplejung micro temple\Hotel Pathibhara (EV Charging point)\view.jpg,,,
15,hile tiny viewpoint,dhankuta,Oct–Mar,Viewpoint; Nature; Offbeat,Natural Attractions,Photography; Short Walk; Nature Observation,Easy,Road + Short Walk,26.99,87.29,1,"A modest lookout near Hile, this viewpoint rewards visitors with sweeping views of surrounding hills and valleys, perfect for a quiet moment of reflection.
","From Kathmandu, drive to Dhankuta and then to Hile where you can reach the tiny viewpoint nearby.From Kathmandu, drive toward Dharan and continue to Hile where you can reach the small viewpoint nearby.",4501623,Offers panoramic views of eastern hills and tea-clad slopes. Offers wide views of green hills and tea-clad landscapes.,Hotel Hile View,Hile (Dhankuta),Comfortable rooms and good morning views.,4,Low (~$10–20),Hotel Makalu View Hile,Hile,Cafe + rooms; relaxed atmosphere.,4.1,Medium (~$35–60),Hotel Kanjirowa,Hile,Slightly upscale for the area with terrace views.,4.2,High (~$90+),No,No,No,No,No,No,No,No,No,No,No,No,Hile Viewpoint Nature Day & Cultural Fair (proposed),Tiny viewpoint / nearby park,Spring / Peak tourist weekends (Mar–May),Local tourism / cultural day (proposed),No specific formal event found online tied to the tiny viewpoint; local tourism groups run viewpoint visits and weekend fairs. (proposed).,Hile\hile 1.1.jpeg; Hile\hile 1.10.jpeg; Hile\hile 1.2.jpeg; Hile\hile 1.3.jpeg; Hile\hile 1.4.jpeg; Hile\hile 1.5.jpeg; Hile\hile 1.6.jpeg; Hile\hile 1.7.jpeg; Hile\hile 1.8.jpeg; Hile\hile 1.9.jpeg,hotel_images\hile tiny viewpoint\Hotel Hile View\dining.jpg; hotel_images\hile tiny viewpoint\Hotel Hile View\entrance.jpg; hotel_images\hile tiny viewpoint\Hotel Hile View\rooms.jpg; hotel_images\hile tiny viewpoint\Hotel Hile View\view.jpg,hotel_images\hile tiny viewpoint\Hotel Makalu View Hile\entrance.jpg; hotel_images\hile tiny viewpoint\Hotel Makalu View Hile\entrance2.jpg; hotel_images\hile tiny viewpoint\Hotel Makalu View Hile\rooms.jpg; hotel_images\hile tiny viewpoint\Hotel Makalu View Hile\view.jpg,hotel_images\hile tiny viewpoint\Hotel Kanjirowa\entrance.jpg; hotel_images\hile tiny viewpoint\Hotel Kanjirowa\entrance2.jpg; hotel_images\hile tiny viewpoint\Hotel Kanjirowa\food.jpg; hotel_images\hile tiny viewpoint\Hotel Kanjirowa\rooms.jpg,,,
16,sankhuwasabha micro waterfall,sankhuwasabha,Oct–Mar,Waterfall; Nature; Offbeat,Natural Attractions,Photography; Short Trek; Nature Walk,Moderate,Road + Short Trek,27.91,87.11,1,"Hidden in the rural landscapes of Sankhuwasabha, this small waterfall adds charm and serenity to the region, offering a peaceful stop for travelers.","From Kathmandu, fly or drive to Khandbari in Sankhuwasabha and continue toward local micro waterfall sites.",650,A refreshing mini waterfall ideal for quick nature escapes.,Hotel Barun , Sankhuwasabha,Larger hotel in district HQ; good services.,4.1,High (~$90+),Hotel Horizon and lodge,Khandbari,"Budget rooms, commonly used by hikers.",3.8,Low (~$10–20),Arati Hotel,Khandbari,Comfortable midrange option.,4,Medium (~$35–60),No,No,No,No,No,No,No,No,No,No,No,No,Waterfall Day & Community Fair (proposed),Nearest village / waterfall access point,Post-monsoon / Spring (Sep–Nov / Mar–May),Local nature/community event (proposed),Small waterfalls in Sankhuwasabha attract local visitors seasonally; formal festivals are rare — proposed.,Sankhu\Sankhu 1.1.jpeg; Sankhu\Sankhu 1.10.jpeg; Sankhu\Sankhu 1.2.jpeg; Sankhu\Sankhu 1.3.jpeg; Sankhu\Sankhu 1.4.jpeg; Sankhu\Sankhu 1.5.jpeg; Sankhu\Sankhu 1.6.jpeg; Sankhu\Sankhu 1.7.jpeg; Sankhu\Sankhu 1.8.jpeg; Sankhu\Sankhu 1.9.jpeg,hotel_images\sankhuwasabha micro waterfall\Hotel Barun\dining.jpg; hotel_images\sankhuwasabha micro waterfall\Hotel Barun\entrance.jpg; hotel_images\sankhuwasabha micro waterfall\Hotel Barun\food.jpg; hotel_images\sankhuwasabha micro waterfall\Hotel Barun\rooms.jpg,hotel_images\sankhuwasabha micro waterfall\Hotel Horizon and lodge\entrance.jpg; hotel_images\sankhuwasabha micro waterfall\Hotel Horizon and lodge\inside.jpg; hotel_images\sankhuwasabha micro waterfall\Hotel Horizon and lodge\rooms2.jpg,hotel_images\sankhuwasabha micro waterfall\Arati Hotel\entrance.jpg; hotel_images\sankhuwasabha micro waterfall\Arati Hotel\entrance2.jpg; hotel_images\sankhuwasabha micro waterfall\Arati Hotel\room2.jpg; hotel_images\sankhuwasabha micro waterfall\Arati Hotel\rooms.jpg,,,
17,kanchenjunga base camp viewpoint,taplejung,Mar–May; Sep–Nov,Viewpoint; Mountain; Scenic,Natural Attractions,Photography; Trekking; Camping; Sunrise/Sunset,Hard,Trek Access,27.7,87.7,1," From this vantage point, trekkers can admire Kanchenjunga, the world’s third-highest mountain. The viewpoint offers awe-inspiring panoramas of snow peaks and rugged terrain.","From Kathmandu, fly or drive to Taplejung and trek toward Kanchenjunga Base Camp for the viewpoint.From Kathmandu, fly or drive to Taplejung and trek toward the Kanchenjunga Base Camp Viewpoint.",9001689,Panoramic views of the world’s third-highest mountain. Panoramic viewpoint offering majestic close-up mountain vistas.,Hill Side Lodge,Tapethok ,Used by organized trekking groups.,4.2,Medium (~$35–60),Sekathum Itahari Guest House,Sekathum ,Homestays for authentic cultural experience.,4,High (~$90+),Hotel Shingi Namjong,Lelep ,Practical and clean; good food.,4,Low (~$10–20),No,No,No,No,No,No,No,No,No,No,No,No,Kanchenjunga Celebration / Yatra Days (local celebrations & trekking windows),Viewpoint camps / village community halls,Spring & Autumn trekking seasons; some local rituals in Oct–Nov,Trekking / Cultural,Kanchenjunga area has local rituals and seasonal trekking events; formal base-camp festivals are uncommon but trekking seasons define the activity. (practical/observed trekking season info).,Kanchenjunga Base Camp Viewpoint\Kanchenjunga Base Camp Viewpoint 1.1.jpeg; Kanchenjunga Base Camp Viewpoint\Kanchenjunga Base Camp Viewpoint 1.10.jpeg; Kanchenjunga Base Camp Viewpoint\Kanchenjunga Base Camp Viewpoint 1.2.jpeg; Kanchenjunga Base Camp Viewpoint\Kanchenjunga Base Camp Viewpoint 1.3.jpeg; Kanchenjunga Base Camp Viewpoint\Kanchenjunga Base Camp Viewpoint 1.4.jpeg; Kanchenjunga Base Camp Viewpoint\Kanchenjunga Base Camp Viewpoint 1.5.jpeg; Kanchenjunga Base Camp Viewpoint\Kanchenjunga Base Camp Viewpoint 1.6.jpeg; Kanchenjunga Base Camp Viewpoint\Kanchenjunga Base Camp Viewpoint 1.7.jpeg; Kanchenjunga Base Camp Viewpoint\Kanchenjunga Base Camp Viewpoint 1.8.jpeg; Kanchenjunga Base Camp Viewpoint\Kanchenjunga Base Camp Viewpoint 1.9.jpeg,hotel_images\kanchenjunga base camp viewpoint\Hill Side Lodge\entrance.jpg; hotel_images\kanchenjunga base camp viewpoint\Hill Side Lodge\views.jpg,hotel_images\kanchenjunga base camp viewpoint\Sekathum Itahari Guest House\entrance.jpg; hotel_images\kanchenjunga base camp viewpoint\Sekathum Itahari Guest House\guest.jpg; hotel_images\kanchenjunga base camp viewpoint\Sekathum Itahari Guest House\views.jpg,hotel_images\kanchenjunga base camp viewpoint\Hotel Shingi Namjong\bathroom.jpg; hotel_images\kanchenjunga base camp viewpoint\Hotel Shingi Namjong\entrance.jpg; hotel_images\kanchenjunga base camp viewpoint\Hotel Shingi Namjong\rooms.jpg; hotel_images\kanchenjunga base camp viewpoint\Hotel Shingi Namjong\views.jpg,,,
18,ilaka bazaar homestays,ilam,Oct–Mar,Village; Cultural; Offbeat,Cultural & Religious Sites,Homestay; Photography; Tea Garden Visit,Easy,Road Accessible,26.92,88.02,1,"In Ilaka Bazaar, homestays provide authentic hospitality, allowing visitors to experience local life, cuisine, and traditions firsthand. Staying with families offers cultural immersion and genuine warmth","From Kathmandu, travel to Bhojpur by road or flight and continue to Ilaka Bazaar for homestay experiences.",875,Experience authentic village life and warm hospitality in Bhojpur.,HOTEL TAMU ILAM,Ilam,Budget homestay near shops and market.,3.9,Low (~$10–20),Hotel Green View,Ilam,Network of local hosts; reliable and friendly.,4.2,Medium (~$35–60),Anmol Hotel and Lodge,Ilam,Quiet riverside homestay with local hosts.,4,High (~$90+),No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,,hotel_images\ilaka bazaar homestays\HOTEL TAMU ILAM\bathroom.jpg; hotel_images\ilaka bazaar homestays\HOTEL TAMU ILAM\dining.jpg; hotel_images\ilaka bazaar homestays\HOTEL TAMU ILAM\entrance.jpg; hotel_images\ilaka bazaar homestays\HOTEL TAMU ILAM\rooms.jpg,hotel_images\ilaka bazaar homestays\Hotel Green View\bathroom.jpg; hotel_images\ilaka bazaar homestays\Hotel Green View\entrance.jpg; hotel_images\ilaka bazaar homestays\Hotel Green View\room2.jpg; hotel_images\ilaka bazaar homestays\Hotel Green View\rooms.jpg,hotel_images\ilaka bazaar homestays\Anmol Hotel and Lodge\entrance.jpg; hotel_images\ilaka bazaar homestays\Anmol Hotel and Lodge\exterior.jpg; hotel_images\ilaka bazaar homestays\Anmol Hotel and Lodge\rooms.jpg,,,
19,thulung dudhkoshi trek,sankhuwasabha,Mar–May; Sep–Nov,Trekking; Sherpa Village; Nature,Natural Attractions,Trekking; Village Exploration; Camping; Photography,Hard,Flight + Trekking,27.9,87.1,1,"This trek follows the Dudhkoshi River through Thulung villages, blending Himalayan scenery with rich cultural traditions. Travelers encounter terraced fields, suspension bridges, and warm hospitality, making it both a scenic and cultural journey.","From Kathmandu, drive or fly to Phaplu in Solukhumbu and start the Thulung Dudhkoshi Trek from there.",123,A scenic offbeat trail following the pristine Dudh Koshi River.,Kyirmu Lodge Phaplu,Dudhakunda,Friendly hosts and hot meals for trekkers.,4.1,High (~$90+),Snow Lion ECO Lodge,Khiraule ,Budget homestay used by multi-day trekkers.,4,Low (~$10–20),Hotel peaceful phaplu,Dudhakunda 00977,Comfortable rooms and packing support.,4,Medium (~$35–60),No,No,No,No,No,No,No,No,No,No,No,No,Thulung Dudhkoshi Cultural Trek Days (proposed / seasonal),"Trailheads, village commons",Autumn & Spring trekking seasons,Trekking / Cultural (proposed),The Thulung Dudhkoshi route is primarily a trekking/cultural route; no single documented festival specific to the whole route — proposed trekking-season events.,Thulung Dudhkoshi Trek\Thulung Dudhkoshi Trek 1.1.jpeg; Thulung Dudhkoshi Trek\Thulung Dudhkoshi Trek 1.10.jpeg; Thulung Dudhkoshi Trek\Thulung Dudhkoshi Trek 1.2.jpeg; Thulung Dudhkoshi Trek\Thulung Dudhkoshi Trek 1.3.jpeg; Thulung Dudhkoshi Trek\Thulung Dudhkoshi Trek 1.4.jpeg; Thulung Dudhkoshi Trek\Thulung Dudhkoshi Trek 1.5.jpeg; Thulung Dudhkoshi Trek\Thulung Dudhkoshi Trek 1.6.jpeg; Thulung Dudhkoshi Trek\Thulung Dudhkoshi Trek 1.7.jpeg; Thulung Dudhkoshi Trek\Thulung Dudhkoshi Trek 1.8.jpeg; Thulung Dudhkoshi Trek\Thulung Dudhkoshi Trek 1.9.jpeg,hotel_images\thulung dudhkoshi trek\Kyirmu Lodge Phaplu\bathroom.jpg; hotel_images\thulung dudhkoshi trek\Kyirmu Lodge Phaplu\entrance.jpg; hotel_images\thulung dudhkoshi trek\Kyirmu Lodge Phaplu\rooms.jpg; hotel_images\thulung dudhkoshi trek\Kyirmu Lodge Phaplu\views.jpg,hotel_images\thulung dudhkoshi trek\Snow Lion ECO Lodge\animation.jpg; hotel_images\thulung dudhkoshi trek\Snow Lion ECO Lodge\entrance.jpg; hotel_images\thulung dudhkoshi trek\Snow Lion ECO Lodge\hall.jpg; hotel_images\thulung dudhkoshi trek\Snow Lion ECO Lodge\rooms.jpg,hotel_images\thulung dudhkoshi trek\Hotel peaceful phaplu\entrance.jpg; hotel_images\thulung dudhkoshi trek\Hotel peaceful phaplu\entrance2.jpg; hotel_images\thulung dudhkoshi trek\Hotel peaceful phaplu\rooms.jpg; hotel_images\thulung dudhkoshi trek\Hotel peaceful phaplu\view.jpg,,,
20,himalayan hot springs,taplejung,Oct–Mar,Hot Springs; Nature; Relaxation,Natural Attractions,Relaxation; Photography; Nature Walks,Easy,Road Accessible,27.7,87.75,1,"Nestled in remote valleys, these natural hot springs provide a soothing retreat for trekkers. Surrounded by mountains, they are believed to have healing properties and offer relaxation after long days of hiking.","From Kathmandu, travel to Sankhuwasabha or Taplejung by air or road and visit the Himalayan hot springs nearby.",258,Natural thermal baths with healing properties in tranquil settings.,Hotel Hotspring Inn,"FMW3+HJG, Tatopani 33200",Practical and friendly for day-trip visitors.,3.9,Medium (~$35–60),Hotel Natural Spring Pvt. Ltd.,"FMW3+XHP, Tatopani 33200",Slightly upscale with private pools.,4.3,High (~$90+),Hotel Himalaya,Tatopani Myagdi 33200,Budget homestay for hot-spring excursions.,4,Low (~$10–20),Sinduli Restaurant,"FMW3+RH2, Tatopani 33200",4.2,High (~$90+),Khinga Restaurant,"FMW3+7C, Tatopani 33200",4,Low (~$10–20),Bob Marley Restaurant,Tatopani Myagdi 33200,3.9,Medium (~$35–60),NO,NO,NO,NO,NO,Himalayan hot spring\Himalayan Hot Springs 1.1.jpeg; Himalayan hot spring\Himalayan Hot Springs 1.10.jpeg; Himalayan hot spring\Himalayan Hot Springs 1.2.jpeg; Himalayan hot spring\Himalayan Hot Springs 1.3.jpeg; Himalayan hot spring\Himalayan Hot Springs 1.4.jpeg; Himalayan hot spring\Himalayan Hot Springs 1.5.jpeg; Himalayan hot spring\Himalayan Hot Springs 1.6.jpeg; Himalayan hot spring\Himalayan Hot Springs 1.7.jpeg; Himalayan hot spring\Himalayan Hot Springs 1.8.jpeg; Himalayan hot spring\Himalayan Hot Springs 1.9.jpeg,hotel_images\himalayan hot springs\Hotel Hotspring Inn\entrance.jpg; hotel_images\himalayan hot springs\Hotel Hotspring Inn\food.jpg; hotel_images\himalayan hot springs\Hotel Hotspring Inn\from visitors.jpg; hotel_images\himalayan hot springs\Hotel Hotspring Inn\rooms.jpg,hotel_images\himalayan hot springs\Hotel Natural Spring Pvt. Ltd.\dining.jpg; hotel_images\himalayan hot springs\Hotel Natural Spring Pvt. Ltd.\entrance.jpg; hotel_images\himalayan hot springs\Hotel Natural Spring Pvt. Ltd.\rooms.jpg,hotel_images\himalayan hot springs\Hotel Himalaya\entrance.jpg; hotel_images\himalayan hot springs\Hotel Himalaya\exterior.jpg; hotel_images\himalayan hot springs\Hotel Himalaya\garden balcony.jpg; hotel_images\himalayan hot springs\Hotel Himalaya\rooms.jpg,restaurant_images\himalayan hot springs\Sinduli Restaurant\entrance.png; restaurant_images\himalayan hot springs\Sinduli Restaurant\food.png,restaurant_images\himalayan hot springs\Khinga Restaurant\entrance.png; restaurant_images\himalayan hot springs\Khinga Restaurant\food.png,restaurant_images\himalayan hot springs\Bob Marley Restaurant\entrance.png
