destination_id,destination,district,best_season,tags,main_category,activities,difficulty_level,accessibility,latitude,longitude,province,description,transportation,attraction_total_reviews,attraction_sample_reviews,hotel_name_1,hotel_location_1,hotel_review_short_1,hotel_rating_approx_1,hotel_price_1,hotel_name_2,hotel_location_2,hotel_review_short_2,hotel_rating_approx_2,hotel_price_2,hotel_name_3,hotel_location_3,hotel_review_short_3,hotel_rating_approx_3,hotel_price_3,restaurant_name_1,restaurant_location_name_1,restaurant_rating_1,restaurant_price_range_1,restaurant_name_2,restaurant_location_name_2,restaurant_rating_2,restaurant_price_range_2,restaurant_name_3,restaurant_location_name_3,restaurant_rating_3,restaurant_price_range_3,hotel_name_1,hotel_location_1,hotel_review_short_1,hotel_rating_approx_1,hotel_price_1,hotel_name_2,hotel_location_2,hotel_review_short_2,hotel_rating_approx_2,hotel_price_2,hotel_name_3,hotel_location_3,hotel_review_short_3,hotel_rating_approx_3,hotel_price_3,restaurant_name_1,reataurant_location_name_1,restaurant_rating_1,restaurant_price_range_1,restaurant_name_2,reataurant_location_name_2,restaurant_rating_2,restaurant_price_range_2,restaurant_name_3,reataurant_location_name_3,restaurant_rating_3,restaurant_price_range_3,event_name,event_venue,event_month_season,event_type,event_description
11,makalu barun national park,sankhuwasabha,Mar–May; Sep–Nov,Remote Trekking; Wilderness; Biodiversity,Trekking & Adventure,Trekking; Wildlife Spotting; Camping; Photography,Hard,Flight + Trekking,27.8833,87.2333,1," Covering diverse landscapes from subtropical forests to snow-covered peaks, this park protects Mount Makalu and an incredible range of wildlife. It is one of the few places where tropical and alpine ecosystems coexist, offering unique biodiversity","From Kathmandu, fly to Tumlingtar and trek to reach Makalu Barun National Park in Sankhuwasabha.",369,A haven of biodiversity and rugged Himalayan landscapes.,Hotel Orchid & Lodge,Khandbari,Gateway lodgings for Makalu treks; sturdy rooms.,4.1,High (~$90+),Hotel Murchunga International.,Dhankuta,Rustic lodge used by trekking groups.,4,Low (~$10–20),Almost Home Guest House And Cafe,Khandbari,Basic but reliable for expedition logistics.,3.9,Medium (~$35–60),No,No,No,No,No,No,No,No,No,No,No,No,Hotel Orchid & Lodge,Khandbari,Gateway lodgings for Makalu treks; sturdy rooms.,4.1,High (~$90+),Hotel Murchunga International.,Dhankuta,Rustic lodge used by trekking groups.,4,Low (~$10–20),Almost Home Guest House And Cafe,Khandbari,Basic but reliable for expedition logistics.,3.9,Medium (~$35–60),No,No,No,No,No,No,No,No,No,No,No,No,Makalu-Barun Conservation & Community Festival (proposed / seasonal),Park entrance / local village community halls,Spring & Autumn (trekking seasons),Conservation / Community / Trekking outreach,Park and NGOs host occasional conservation / awareness events; large public festivals tied to the park are not common — proposed entry recommended.
12,triveni dham,nawalparasi,Oct–Mar,"Pilgrimage Site, Religious Tourism, River Confluence, Hindu Temple",Natural Attractions,"Holy Bathing, Temple Visit, Religious Fair, Boating, Sightseeing",Easy,Road Accessible,27.45,83.93,1,"A sacred Hindu pilgrimage site at the confluence of three rivers, Triveni Dham is revered for its spiritual significance. Pilgrims gather here for rituals and fairs, making it a vibrant center of devotion and culture.","From Kathmandu, drive to Nawalpur via Narayanghat and continue toward the Triveni Dham pilgrimage site.",700,A sacred confluence where devotees gather for peace and purification.,Hotel Atithi,Nearby small town,Mid-range option with decent cleanliness.,4,Low (~$10–20),Hotel heaven triveni,Nearby small town,Budget stay for short pilgrim visits.,3.7,Medium (~$35–60),Hotel green land,Nearby small town,Quiet cottage with river access.,4,High (~$90+),Ashok Hotel,"FW3H+WMC, Tribeni 33007",4,Low (~$10–20),Gaurav restaurant and lounge,"CWX9+P5P, Tribeni 33007",3.7,Medium (~$35–60),Momo land,"FW34+RFG, Tribeni 33007",4,High (~$90+),Hotel Atithi,Nearby small town,Mid-range option with decent cleanliness.,4,Low (~$10–20),Hotel heaven triveni,Nearby small town,Budget stay for short pilgrim visits.,3.7,Medium (~$35–60),Hotel green land,Nearby small town,Quiet cottage with river access.,4,High (~$90+),Ashok Hotel,"FW3H+WMC, Tribeni 33007",4,Low (~$10–20),Gaurav restaurant and lounge,"CWX9+P5P, Tribeni 33007",3.7,Medium (~$35–60),Momo land,"FW34+RFG, Tribeni 33007",4,High (~$90+),NO,NO,NO,NO,NO
13,thamserku viewpoint,solukhumbu,"Mar–May, Sep–Nov","Mountain, Trekking, Viewpoint",Natural Attractions,"Trekking, Sunrise/Sunset Photography, Mountain Viewing",Hard,Trekking from Namche Bazaar,27.75,86.7,1,"This viewpoint offers breathtaking vistas of Thamserku peak, a striking mountain in the Everest region. It is a favorite stop for trekkers, providing a chance to admire the grandeur of the Himalayas.","From Kathmandu, fly to Lukla and trek through Namche Bazaar toward the Thamserku Viewpoint.From Kathmandu, fly to Lukla and trek via Namche Bazaar toward the Thamserku Viewpoint area.",500950,A spectacular spot to witness the grandeur of Thamserku peak. Offers stunning close-up views of Thamserku peak and Everest range.,"Himalayan Culture Home, Debouche",Khumjung ,Scenic viewpoint lodge for mountain views and sunrise.,4.2,Low (~$10–20),Thamserku View Lodge & Restaurant,Khumjung ,Practical stop for short treks and viewpoints.,4,High (~$90+),Everest Summit Lodge - Tashinga,Khumjung ,Budget cottage close to the trailhead.,3.8,Medium (~$35–60),No,No,No,No,No,No,No,No,No,No,No,No,"Himalayan Culture Home, Debouche",Khumjung ,Scenic viewpoint lodge for mountain views and sunrise.,4.2,Low (~$10–20),Thamserku View Lodge & Restaurant,Khumjung ,Practical stop for short treks and viewpoints.,4,High (~$90+),Everest Summit Lodge - Tashinga,Khumjung ,Budget cottage close to the trailhead.,3.8,Medium (~$35–60),No,No,No,No,No,No,No,No,No,No,No,No,Thamserku Mountain Festival (proposed),Viewpoint Area,Autumn,Adventure / Cultural,Mountain blessing ritual with cultural performances by Sherpa locals.
14,taplejung micro temple,taplejung,Oct–Mar,Temple; Local; Offbeat,Cultural & Religious Sites,Worship; Photography; Short Walk,Easy,Road + Short Walk,27.3,87.6,1,"A small but culturally important shrine in Taplejung, the temple reflects local traditions and spiritual devotion. Despite its size, it holds deep meaning for the community.","From Kathmandu, drive or fly to Taplejung and visit the local micro temple sites in the town.From Kathmandu, travel to Taplejung and visit the local micro temples within the town area.",400760,A small yet spiritually rich temple nestled in a remote mountain setting. A small local temple that adds charm to the mountain setting.,The Hotel Nanglo,Pathibhara Devi Temple,Popular with temple visitors; helpful staff.,4,High (~$90+),Taplejung Guest House and Hotel Pathivara,Taplejung,Budget lodging steps from the shrine.,3.7,Low (~$10–20),Hotel Pathibhara (EV Charging point),Phungling,Mid-range option with good breakfast.,4.1,Medium (~$35–60),No,No,No,No,No,No,No,No,No,No,No,No,The Hotel Nanglo,Pathibhara Devi Temple,Popular with temple visitors; helpful staff.,4,High (~$90+),Taplejung Guest House and Hotel Pathivara,Taplejung,Budget lodging steps from the shrine.,3.7,Low (~$10–20),Hotel Pathibhara (EV Charging point),Phungling,Mid-range option with good breakfast.,4.1,Medium (~$35–60),No,No,No,No,No,No,No,No,No,No,No,No,Taplejung Local Temple Jatra / Puja Day (proposed / local jatra),Micro temple precinct / village square,Local auspicious days and major festivals (Dashain / Tihar),Religious / Community fair (proposed),Small temples in Taplejung typically host annual jatras and special pujas during national festivals; no single widely publicized event for this micro-temple found online — proposed local jatra.
15,hile tiny viewpoint,dhankuta,Oct–Mar,Viewpoint; Nature; Offbeat,Natural Attractions,Photography; Short Walk; Nature Observation,Easy,Road + Short Walk,26.99,87.29,1,"A modest lookout near Hile, this viewpoint rewards visitors with sweeping views of surrounding hills and valleys, perfect for a quiet moment of reflection.
","From Kathmandu, drive to Dhankuta and then to Hile where you can reach the tiny viewpoint nearby.From Kathmandu, drive toward Dharan and continue to Hile where you can reach the small viewpoint nearby.",4501623,Offers panoramic views of eastern hills and tea-clad slopes. Offers wide views of green hills and tea-clad landscapes.,Hotel Hile View,Hile (Dhankuta),Comfortable rooms and good morning views.,4,Low (~$10–20),Hotel Makalu View Hile,Hile,Cafe + rooms; relaxed atmosphere.,4.1,Medium (~$35–60),Hotel Kanjirowa,Hile,Slightly upscale for the area with terrace views.,4.2,High (~$90+),No,No,No,No,No,No,No,No,No,No,No,No,Hotel Hile View,Hile (Dhankuta),Comfortable rooms and good morning views.,4,Low (~$10–20),Hotel Makalu View Hile,Hile,Cafe + rooms; relaxed atmosphere.,4.1,Medium (~$35–60),Hotel Kanjirowa,Hile,Slightly upscale for the area with terrace views.,4.2,High (~$90+),No,No,No,No,No,No,No,No,No,No,No,No,Hile Viewpoint Nature Day & Cultural Fair (proposed),Tiny viewpoint / nearby park,Spring / Peak tourist weekends (Mar–May),Local tourism / cultural day (proposed),No specific formal event found online tied to the tiny viewpoint; local tourism groups run viewpoint visits and weekend fairs. (proposed).
16,sankhuwasabha micro waterfall,sankhuwasabha,Oct–Mar,Waterfall; Nature; Offbeat,Natural Attractions,Photography; Short Trek; Nature Walk,Moderate,Road + Short Trek,27.91,87.11,1,"Hidden in the rural landscapes of Sankhuwasabha, this small waterfall adds charm and serenity to the region, offering a peaceful stop for travelers.","From Kathmandu, fly or drive to Khandbari in Sankhuwasabha and continue toward local micro waterfall sites.",650,A refreshing mini waterfall ideal for quick nature escapes.,Hotel Barun , Sankhuwasabha,Larger hotel in district HQ; good services.,4.1,High (~$90+),Hotel Horizon and lodge,Khandbari,"Budget rooms, commonly used by hikers.",3.8,Low (~$10–20),Arati Hotel,Khandbari,Comfortable midrange option.,4,Medium (~$35–60),No,No,No,No,No,No,No,No,No,No,No,No,Hotel Barun , Sankhuwasabha,Larger hotel in district HQ; good services.,4.1,High (~$90+),Hotel Horizon and lodge,Khandbari,"Budget rooms, commonly used by hikers.",3.8,Low (~$10–20),Arati Hotel,Khandbari,Comfortable midrange option.,4,Medium (~$35–60),No,No,No,No,No,No,No,No,No,No,No,No,Waterfall Day & Community Fair (proposed),Nearest village / waterfall access point,Post-monsoon / Spring (Sep–Nov / Mar–May),Local nature/community event (proposed),Small waterfalls in Sankhuwasabha attract local visitors seasonally; formal festivals are rare — proposed.
17,kanchenjunga base camp viewpoint,taplejung,Mar–May; Sep–Nov,Viewpoint; Mountain; Scenic,Natural Attractions,Photography; Trekking; Camping; Sunrise/Sunset,Hard,Trek Access,27.7,87.7,1," From this vantage point, trekkers can admire Kanchenjunga, the world’s third-highest mountain. The viewpoint offers awe-inspiring panoramas of snow peaks and rugged terrain.","From Kathmandu, fly or drive to Taplejung and trek toward Kanchenjunga Base Camp for the viewpoint.From Kathmandu, fly or drive to Taplejung and trek toward the Kanchenjunga Base Camp Viewpoint.",9001689,Panoramic views of the world’s third-highest mountain. Panoramic viewpoint offering majestic close-up mountain vistas.,Hill Side Lodge,Tapethok ,Used by organized trekking groups.,4.2,Medium (~$35–60),Sekathum Itahari Guest House,Sekathum ,Homestays for authentic cultural experience.,4,High (~$90+),Hotel Shingi Namjong,Lelep ,Practical and clean; good food.,4,Low (~$10–20),No,No,No,No,No,No,No,No,No,No,No,No,Hill Side Lodge,Tapethok ,Used by organized trekking groups.,4.2,Medium (~$35–60),Sekathum Itahari Guest House,Sekathum ,Homestays for authentic cultural experience.,4,High (~$90+),Hotel Shingi Namjong,Lelep ,Practical and clean; good food.,4,Low (~$10–20),No,No,No,No,No,No,No,No,No,No,No,No,Kanchenjunga Celebration / Yatra Days (local celebrations & trekking windows),Viewpoint camps / village community halls,Spring & Autumn trekking seasons; some local rituals in Oct–Nov,Trekking / Cultural,Kanchenjunga area has local rituals and seasonal trekking events; formal base-camp festivals are uncommon but trekking seasons define the activity. (practical/observed trekking season info).
18,ilaka bazaar homestays,ilam,Oct–Mar,Village; Cultural; Offbeat,Cultural & Religious Sites,Homestay; Photography; Tea Garden Visit,Easy,Road Accessible,26.92,88.02,1,"In Ilaka Bazaar, homestays provide authentic hospitality, allowing visitors to experience local life, cuisine, and traditions firsthand. Staying with families offers cultural immersion and genuine warmth","From Kathmandu, travel to Bhojpur by road or flight and continue to Ilaka Bazaar for homestay experiences.",875,Experience authentic village life and warm hospitality in Bhojpur.,HOTEL TAMU ILAM,Ilam,Budget homestay near shops and market.,3.9,Low (~$10–20),Hotel Green View,Ilam,Network of local hosts; reliable and friendly.,4.2,Medium (~$35–60),Anmol Hotel and Lodge,Ilam,Quiet riverside homestay with local hosts.,4,High (~$90+),No,No,No,No,No,No,No,No,No,No,No,No,HOTEL TAMU ILAM,Ilam,Budget homestay near shops and market.,3.9,Low (~$10–20),Hotel Green View,Ilam,Network of local hosts; reliable and friendly.,4.2,Medium (~$35–60),Anmol Hotel and Lodge,Ilam,Quiet riverside homestay with local hosts.,4,High (~$90+),No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO
19,thulung dudhkoshi trek,sankhuwasabha,Mar–May; Sep–Nov,Trekking; Sherpa Village; Nature,Natural Attractions,Trekking; Village Exploration; Camping; Photography,Hard,Flight + Trekking,27.9,87.1,1,"This trek follows the Dudhkoshi River through Thulung villages, blending Himalayan scenery with rich cultural traditions. Travelers encounter terraced fields, suspension bridges, and warm hospitality, making it both a scenic and cultural journey.","From Kathmandu, drive or fly to Phaplu in Solukhumbu and start the Thulung Dudhkoshi Trek from there.",123,A scenic offbeat trail following the pristine Dudh Koshi River.,Kyirmu Lodge Phaplu,Dudhakunda,Friendly hosts and hot meals for trekkers.,4.1,High (~$90+),Snow Lion ECO Lodge,Khiraule ,Budget homestay used by multi-day trekkers.,4,Low (~$10–20),Hotel peaceful phaplu,Dudhakunda 00977,Comfortable rooms and packing support.,4,Medium (~$35–60),No,No,No,No,No,No,No,No,No,No,No,No,Kyirmu Lodge Phaplu,Dudhakunda,Friendly hosts and hot meals for trekkers.,4.1,High (~$90+),Snow Lion ECO Lodge,Khiraule ,Budget homestay used by multi-day trekkers.,4,Low (~$10–20),Hotel peaceful phaplu,Dudhakunda 00977,Comfortable rooms and packing support.,4,Medium (~$35–60),No,No,No,No,No,No,No,No,No,No,No,No,Thulung Dudhkoshi Cultural Trek Days (proposed / seasonal),"Trailheads, village commons",Autumn & Spring trekking seasons,Trekking / Cultural (proposed),The Thulung Dudhkoshi route is primarily a trekking/cultural route; no single documented festival specific to the whole route — proposed trekking-season events.
20,himalayan hot springs,taplejung,Oct–Mar,Hot Springs; Nature; Relaxation,Natural Attractions,Relaxation; Photography; Nature Walks,Easy,Road Accessible,27.7,87.75,1,"Nestled in remote valleys, these natural hot springs provide a soothing retreat for trekkers. Surrounded by mountains, they are believed to have healing properties and offer relaxation after long days of hiking.","From Kathmandu, travel to Sankhuwasabha or Taplejung by air or road and visit the Himalayan hot springs nearby.",258,Natural thermal baths with healing properties in tranquil settings.,Hotel Hotspring Inn,"FMW3+HJG, Tatopani 33200",Practical and friendly for day-trip visitors.,3.9,Medium (~$35–60),Hotel Natural Spring Pvt. Ltd.,"FMW3+XHP, Tatopani 33200",Slightly upscale with private pools.,4.3,High (~$90+),Hotel Himalaya,Tatopani Myagdi 33200,Budget homestay for hot-spring excursions.,4,Low (~$10–20),Sinduli Restaurant,"FMW3+RH2, Tatopani 33200",4.2,High (~$90+),Khinga Restaurant,"FMW3+7C, Tatopani 33200",4,Low (~$10–20),Bob Marley Restaurant,Tatopani Myagdi 33200,3.9,Medium (~$35–60),Hotel Hotspring Inn,"FMW3+HJG, Tatopani 33200",Practical and friendly for day-trip visitors.,3.9,Medium (~$35–60),Hotel Natural Spring Pvt. Ltd.,"FMW3+XHP, Tatopani 33200",Slightly upscale with private pools.,4.3,High (~$90+),Hotel Himalaya,Tatopani Myagdi 33200,Budget homestay for hot-spring excursions.,4,Low (~$10–20),Sinduli Restaurant,"FMW3+RH2, Tatopani 33200",4.2,High (~$90+),Khinga Restaurant,"FMW3+7C, Tatopani 33200",4,Low (~$10–20),Bob Marley Restaurant,Tatopani Myagdi 33200,3.9,Medium (~$35–60),NO,NO,NO,NO,NO
21,makalu viewpoint,sankhuwasabha,"Apr–May, Oct–Nov","Mountain, Trekking, Viewpoint",Trekking & Adventure,"Trekking, Photography, Camping",Hard,Flight + Trekking,27.9,87.15,1,"A vantage spot to admire Mount Makalu, the fifth-highest peak in the world. The viewpoint offers sweeping panoramas of rugged ridges, glaciers, and valleys, making it a highlight for adventurers in the Makalu-Barun region.","From Kathmandu, fly to Tumlingtar and trek to Makalu Base area for the Makalu Viewpoint.",159,Offers stunning views of Mount Makalu and surrounding peaks.,Valley View Lodge and restaurant,Khumjung 56000,"Clean rooms, trekking-friendly staff.",4,Low (~$10–20),Panorama Lodge and Restaurant,"Namche bazar Marg, 56002",Slightly higher-end for the area.,4.2,Medium (~$35–60),Himalayan Hotel,Khumjung 56002,Local homestay with panoramic views.,4.1,High (~$90+),No,No,No,No,No,No,No,No,No,No,No,No,Valley View Lodge and restaurant,Khumjung 56000,"Clean rooms, trekking-friendly staff.",4,Low (~$10–20),Panorama Lodge and Restaurant,"Namche bazar Marg, 56002",Slightly higher-end for the area.,4.2,Medium (~$35–60),Himalayan Hotel,Khumjung 56002,Local homestay with panoramic views.,4.1,High (~$90+),No,No,No,No,No,No,No,No,No,No,No,No,Makalu Trekker Season & Community Day (proposed / trekking window),Viewpoint camps / Tumlingtar approach points,Spring & Autumn,Trekking / Community (proposed),Trekking seasons (spring & autumn) are the main “events” for Makalu viewpoint visits; local outreach days sometimes organized by NGOs — proposed.
22,sabhapokhari,sankhuwasabha,Apr to Oct,Rural mountain municipality; natural pond (Pokhari); scenic views; religious / spiritual significance; local community culture; mountain landscapes.,Natural Attractions,Visiting ponds; sightseeing & nature walks; local culture & community interaction; observing mountain and valley landscapes; possibly pilgrimage to local religious sites,Moderate,"Road Accessible, possibly walking trails in remote wards",27.45,87.3,1," A sacred high-altitude lake in Sankhuwasabha, Sabhapokhari is surrounded by alpine meadows and revered by locals for its spiritual significance. Pilgrims visit during festivals, while trekkers enjoy its serene beauty.","From Kathmandu, fly to Tumlingtar and trek toward Sabhapokhari in Sankhuwasabha District.",357,A peaceful lake surrounded by legends and high-altitude beauty.,Arati Hotel, Khandbari,Homestay popular during local festivals.,4.1,High (~$90+),Hotel Barun , Sankhuwasabha,Comfortable and convenient for short stays.,4,Low (~$10–20),Almost Home Guest House And Cafe,96J4+5C Khandbari,Simple homely stay for visitors seeking quiet.,3.7,Medium (~$35–60),No,No,No,No,No,No,No,No,No,No,No,No,Arati Hotel, Khandbari,Homestay popular during local festivals.,4.1,High (~$90+),Hotel Barun , Sankhuwasabha,Comfortable and convenient for short stays.,4,Low (~$10–20),Almost Home Guest House And Cafe,96J4+5C Khandbari,Simple homely stay for visitors seeking quiet.,3.7,Medium (~$35–60),No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO
23,"rhododendron trail (tinjure, milke, jaljale)",tehrathum,Mar–May,"Trekking, Rhododendron, Nature",Natural Attractions,"Trekking, Rhododendron Viewing, Photography",Moderate,Road + Trekking,27.2,87.45,1,"Famous for Nepal’s national flower, this trail bursts into color each spring with rhododendron blooms. Stretching across ridges and forests, it’s a paradise for nature lovers and photographers.","From Kathmandu, drive to Dhankuta and then continue to Tehrathum region to explore the rhododendron trail.",654,A colorful trail famed for rhododendron forests and vistas.,The Hotel Nanglo,Pathibhara Devi Temple,Homestay popular during bloom season.,4,Medium (~$35–60),Taplejung Guest House and Hotel Pathivara,Taplejung,Budget to midrange; good local guides.,4,High (~$90+),Hotel Pathibhara (EV Charging point),Phungling,Comfortable stay focused on nature tourists.,4.2,Low (~$10–20),No,No,No,No,No,No,No,No,No,No,No,No,The Hotel Nanglo,Pathibhara Devi Temple,Homestay popular during bloom season.,4,Medium (~$35–60),Taplejung Guest House and Hotel Pathivara,Taplejung,Budget to midrange; good local guides.,4,High (~$90+),Hotel Pathibhara (EV Charging point),Phungling,Comfortable stay focused on nature tourists.,4.2,Low (~$10–20),No,No,No,No,No,No,No,No,No,No,No,No,TMJ Rhododendron Trekking Festival / Rhododendron Week,Milke Danda / Tinjure ridge / Basantapur,April (spring bloom),Nature / Trekking festival,TMJ is marketed as the Rhododendron Capital — community treks & seasonal celebrations during April; local trekking companies promote rhododendron-season events. (Nepal Holidays)
24,local mountain viewpoints (tehrathum/panchthar),tehrathum/panchthar,Oct–Mar,Viewpoint; Mountain; Nature,Natural Attractions,Photography; Sightseeing; Short Hikes,Easy,Road + Short Hike,27.2,87.45,1,"These viewpoints offer stunning vistas of snow peaks, rolling hills, and terraced landscapes. They showcase the grandeur of eastern Nepal’s Himalayan backdrop while remaining accessible to local communities.","From Kathmandu, travel to Tehrathum or Panchthar by road and visit the nearby mountain viewpoints.",321,Panoramic hilltops perfect for sunrise and photography.,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO
25,bantawa village,tehrathum,Mar–May; Sep–Nov,Cultural Village; Limbu,Cultural & Religious Sites,Cultural Tours; Local Experiences; Photography,Easy,Road Accessible,27.2,87.45,1,"A traditional Bantawa Rai settlement, known for its cultural heritage, folk songs, and warm hospitality. Visitors can experience authentic village life and learn about Rai customs and traditions.","From Kathmandu, drive to Dhankuta and visit Bantawa Village known for its ethnic culture.",987,A traditional Rai settlement rich in culture and community spirit.,Hotel Sungava,4GGP+PH Myanglung,Cultural homestay showcasing Bantawa traditions.,4.3,Low (~$10–20),Downhill Agro Resort,"4GQ9+HP9, Myanglung 57500",Budget homestay used by cultural tourists.,4,Low (~$10–20),Deurali Hotel,"4GGP+GJ2, Unnamed Road, Myanglung 57500",Comfortable and locally managed.,4,Medium (~$35–60),Chiyabari View Hotel,"2884+M5, Chungwang 56800",4.2,High (~$90+),Nimto Sekuwa Corner,"2884+M5, Chungwang 56800",4,Low (~$10–20),Subba sekuwa corner,"28H7+FCP, Koshi Hwy, Dhankuta 56806",4,Medium (~$35–60),Hotel Sungava,4GGP+PH Myanglung,Cultural homestay showcasing Bantawa traditions.,4.3,Low (~$10–20),Downhill Agro Resort,"4GQ9+HP9, Myanglung 57500",Budget homestay used by cultural tourists.,4,Low (~$10–20),Deurali Hotel,"4GGP+GJ2, Unnamed Road, Myanglung 57500",Comfortable and locally managed.,4,Medium (~$35–60),Chiyabari View Hotel,"2884+M5, Chungwang 56800",4.2,High (~$90+),Nimto Sekuwa Corner,"2884+M5, Chungwang 56800",4,Low (~$10–20),Subba sekuwa corner,"28H7+FCP, Koshi Hwy, Dhankuta 56806",4,Medium (~$35–60),NO,NO,NO,NO,NO
26,seasonal waterfalls (ilam taplejung),ilam/taplejung,Mar–May,Waterfall; Nature; Scenic,Natural Attractions,Sightseeing; Photography; Picnic,Easy,Road + Short Hike,26.95,87.95,1,"During the monsoon, countless waterfalls cascade down the hills of Ilam and Taplejung, turning the landscape into a dramatic display of natural beauty. These seasonal flows add charm to the lush terrain.",NO,NO,NO,Hotel Chamu,"Mechi 2180’m, ilam Chameita, Bazar 57307",Quiet cottage near streams and trails.,4,Medium (~$35–60),Hotel Aadarsha sargam,"4QW9+VGG, Hulak line, Phidim 57400",Small lodge used during monsoon/waterfall season.,3.9,High (~$90+),"Chintapu Homestay, Ilam, Sandakpur","Maipatal Sandakpur-03, 57300",Budget homestay with local trails access.,4,Low (~$10–20),NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Hotel Chamu,"Mechi 2180’m, ilam Chameita, Bazar 57307",Quiet cottage near streams and trails.,4,Medium (~$35–60),Hotel Aadarsha sargam,"4QW9+VGG, Hulak line, Phidim 57400",Small lodge used during monsoon/waterfall season.,3.9,High (~$90+),"Chintapu Homestay, Ilam, Sandakpur","Maipatal Sandakpur-03, 57300",Budget homestay with local trails access.,4,Low (~$10–20),NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
27,himalayan viewpoint,taplejung,"Mar–May, Sep–Nov","Mountain, Trekking",Trekking & Adventure,"Trekking, Photography, Local Culture Exploration",Moderate,Road + Short Trek,27.7,87.75,1,"Scattered across eastern Nepal, Himalayan viewpoints provide breathtaking panoramas of Everest, Makalu, Kanchenjunga, and other peaks. They are perfect spots for sunrise and sunset photography.","From Kathmandu, reach eastern hill districts such as Taplejung or Sankhuwasabha to see Himalayan viewpoints.",125,Stunning wide-angle views of snow-capped peaks and valleys.,Hill Side Lodge,Tapethok ,Authentic homestay with local hosts and trails.,4,Low (~$10–20),Sekathum Itahari Guest House,Sekathum ,Good service and guide arrangements.,4,Medium (~$35–60),Hotel Shingi Namjong,Lelep ,"Budget option, handy for short visits.",3.9,High (~$90+),No,No,No,No,No,No,No,No,No,No,No,No,Hill Side Lodge,Tapethok ,Authentic homestay with local hosts and trails.,4,Low (~$10–20),Sekathum Itahari Guest House,Sekathum ,Good service and guide arrangements.,4,Medium (~$35–60),Hotel Shingi Namjong,Lelep ,"Budget option, handy for short visits.",3.9,High (~$90+),No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO
28,phakumba,taplejung,Apr to Oct,Rural community; Mountain hamlet; Indigenous culture (Rai ethnic majority); Moderate elevation; Scenic landscapes; Agriculture; Off-beat locale,Natural Attractions,Nature walks; Cultural immersion / visiting Rai community; Exploring rural/mountain scenery; Possibly trekking or routes to nearby hills; Bird and natural observation; Local agriculture life observation,Moderate,Road accessible,27.37738,87.54431,1,"A remote village in Taplejung district, Phakumba is known for its cultural richness and proximity to trekking routes. It offers a glimpse into traditional lifestyles amidst stunning mountain scenery.","From Kathmandu, fly or drive to Taplejung and continue to Phakumba village area.",136,A remote village offering serene landscapes and authentic Limbu heritage.,The Hotel Nanglo,Pathibhara Devi Temple,"Riverside rooms, simple meals, good for river access.",4,Low (~$10–20),Taplejung Guest House and Hotel Pathivara,Taplejung,"Budget-friendly, friendly hosts, practical for short stays.",3.8,Medium (~$35–60),Hotel Pathibhara (EV Charging point),Phungling,Small hilltop lodge with morning views.,4.1,High (~$90+),No,No,No,No,No,No,No,No,No,No,No,No,The Hotel Nanglo,Pathibhara Devi Temple,"Riverside rooms, simple meals, good for river access.",4,Low (~$10–20),Taplejung Guest House and Hotel Pathivara,Taplejung,"Budget-friendly, friendly hosts, practical for short stays.",3.8,Medium (~$35–60),Hotel Pathibhara (EV Charging point),Phungling,Small hilltop lodge with morning views.,4.1,High (~$90+),No,No,No,No,No,No,No,No,No,No,No,No,Phakumba Lakeside Day (proposed),Phakumba lakeside,Spring / Autumn,Local cultural / nature event,"Community-led picnic and cultural show centered on the lake — music, boating, local foods."
