destination_id,destination,district,best_season,tags,main_category,activities,difficulty_level,accessibility,latitude,longitude,province,description,transportation,events,attraction_total_reviews,attraction_sample_reviews,hotel_name_1,hotel_location_1,hotel_review_short_1,hotel_rating_approx_1,hotel_price_1,hotel_name_2,hotel_location_2,hotel_review_short_2,hotel_rating_approx_2,hotel_price_2,hotel_name_3,hotel_location_3,hotel_review_short_3,hotel_rating_approx_3,hotel_price_3,restaurant_name_1,restaurant_location_name_1,restaurant_rating_1,restaurant_price_range_1,restaurant_name_2,restaurant_location_name_2,restaurant_rating_2,restaurant_price_range_2,restaurant_name_3,restaurant_location_name_3,restaurant_rating_3,restaurant_price_range_3,hotel_name_1.1,hotel_location_1.1,hotel_review_short_1.1,hotel_rating_approx_1.1,hotel_price_1.1,hotel_name_2.1,hotel_location_2.1,hotel_review_short_2.1,hotel_rating_approx_2.1,hotel_price_2.1,hotel_name_3.1,hotel_location_3.1,hotel_review_short_3.1,hotel_rating_approx_3.1,hotel_price_3.1,restaurant_name_1.1,reataurant_location_name_1,restaurant_rating_1.1,restaurant_price_range_1.1,restaurant_name_2.1,reataurant_location_name_2,restaurant_rating_2.1,restaurant_price_range_2.1,restaurant_name_3.1,reataurant_location_name_3,restaurant_rating_3.1,restaurant_price_range_3.1,clean_text,kmeans_cluster,gmm_cluster,dbscan_cluster
153,rukma,sankhuwasabha,"Mar–May, Sep–Nov","Hills, Rural",Natural Attractions,"Trekking, Rural exploration",Moderate,Road from Chainpur,27.6900°,87.4200°,1,"Rukma is a rural settlement in Sankhuwasabha, reflecting traditional farming and Kirati culture. It is surrounded by hills and forests, offering a glimpse into local lifestyles","['From Kathmandu, travel toward Taplejung and continue locally to Rukma village.']","[{'event_name': 'Rukma Cultural Fair (proposed)', 'venue': 'Rukma Village', 'month___season': 'Autumn', 'type': 'Cultural', 'description___source': 'Folk songs, crafts, and food exhibition.'}]",2100,['A quiet rural settlement amid tranquil mountain surroundings.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,rukma rukma rural settlement sankhuwasabha reflecting traditional farming kirati culture surrounded hill forest offering glimpse local lifestyle hill rural trekking rural exploration event name rukma cultural fair proposed venue rukma village month season autumn type cultural description source folk song craft food exhibition quiet rural settlement amid tranquil mountain surroundings,0,0,-1
154,sibrung,sankhuwasabha,"Mar–May, Sep–Nov","Hills, Nature",Natural Attractions,"Trekking, Exploration",Moderate,Local trails,27.6950°,87.4250°,1,"Sibrung is a locality at 1,739 m, close to Barun Bajar. It is home to Rai and Limbu communities, known for their Mundhum traditions and cultural dances","['From Kathmandu, travel toward Sankhuwasabha or Tehrathum and continue to Sibrung village area.']","[{'event_name': 'Sibrung Rai Heritage Festival (proposed)', 'venue': 'Sibrung Village', 'month___season': 'Autumn', 'type': 'Ethnic / Cultural', 'description___source': 'Rai community dance and song festival with traditional attire.'}]",1900,['A culturally rich village reflecting Limbu traditions and natural charm.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,sibrung sibrung locality close barun bajar home rai limbu community known mundhum tradition cultural dance hill nature trekking exploration event name sibrung rai heritage festival proposed venue sibrung village month season autumn type ethnic cultural description source rai community dance song festival traditional attire culturally rich village reflecting limbu tradition natural charm,0,0,1
155,limkhim fall,sankhuwasabha,Jun–Sep (Monsoon),"Waterfall, Nature",Natural Attractions,"Sightseeing, Photography, Trekking",Moderate,Trail from Chainpur,27.7000°,87.4300°,1,"Limkhim Fall is a beautiful waterfall located in Taplejung district of eastern Nepal. Surrounded by lush greenery and traditional Limbu villages, it is a natural attraction that reflects the pristine Himalayan environment.","['From Kathmandu, travel toward Taplejung and continue locally to Limkhim village to see Limkhim Fall.']","[{'event_name': 'Limkhim Waterfall Day (proposed)', 'venue': 'Waterfall Site', 'month___season': 'Spring', 'type': 'Nature / Tourism', 'description___source': 'Eco awareness and waterfall conservation event.'}]",3200,['A beautiful hidden waterfall surrounded by lush greenery.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,limkhim fall limkhim fall beautiful waterfall located taplejung district eastern nepal surrounded lush greenery traditional limbu village natural attraction reflects pristine himalayan environment waterfall nature sightseeing photography trekking event name limkhim waterfall day proposed venue waterfall site month season spring type nature tourism description source eco awareness waterfall conservation event beautiful hidden waterfall surrounded lush greenery,2,2,2
156,baide,sankhuwasabha,"Mar–May, Sep–Nov","Hills, Nature",Natural Attractions,"Trekking, Photography",Moderate,Local road and trail,27.7050°,87.4350°,1,"Baide is a rural settlement in eastern Nepal, known for its agricultural lifestyle and cultural diversity. It is surrounded by terraced fields and forested hills, offering a peaceful environment typical of Himalayan villages.","['From Kathmandu, travel toward Panchthar District and continue to Baide village region.']","[{'event_name': 'Baide Cultural & Trade Fair (proposed)', 'venue': 'Baide Bazaar', 'month___season': 'Winter', 'type': 'Cultural / Trade', 'description___source': 'Showcases local crafts and regional products.'}]",1400,['A small hillside village known for scenic views and cultural warmth.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,baide baide rural settlement eastern nepal known agricultural lifestyle cultural diversity surrounded terraced field forested hill offering peaceful environment typical himalayan village hill nature trekking photography event name baide cultural trade fair proposed venue baide bazaar month season winter type cultural trade description source showcase local craft regional product small hillside village known scenic view cultural warmth,0,0,-1
157,num,sankhuwasabha,"Mar–May, Sep–Nov","Hills, Gateway, Trekking hub",Trekking & Adventure,"Trekking, Photography, Tea gardens",Moderate,Road access from Khandbari,27.7100°,87.4400°,1,"Num is a hilltop village in Sankhuwasabha district, serving as a gateway to the Makalu-Barun National Park. It offers panoramic views of the Arun Valley and is a popular stop for trekkers heading toward Makalu Base Camp. The village is surrounded by terraced fields and lush forests, reflecting the rural charm of eastern Nepal","['Travel from Kathmandu to Chainpur (by flight to Tumlingtar, then drive), then continue by local transport or hike to Num.']","[{'event_name': 'Num Gateway Trek Festival (proposed)', 'venue': 'Num Village', 'month___season': 'Autumn', 'type': 'Adventure / Tourism', 'description___source': 'Welcoming trekkers on the Makalu-Barun route with local shows.'}]",4800,['A picturesque stopover for trekkers heading to Makalu Base Camp.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,num num hilltop village sankhuwasabha district serving gateway makalu barun national park offer panoramic view arun valley popular stop trekker heading toward makalu base camp village surrounded terraced field lush forest reflecting rural charm eastern nepal hill gateway trekking hub trekking photography tea garden event name num gateway trek festival proposed venue num village month season autumn type adventure tourism description source welcoming trekker makalu barun route local show picturesque stopover trekker heading makalu base camp,2,2,-1
158,sabha pokhari,sankhuwasabha,"Apr–Jun, Sep–Nov","Lake, Religious, Scenic",Natural Attractions,"Pilgrimage, Trekking, Photography",Moderate,Trekking from Chainpur,27.7150°,87.4450°,1,"Sabha Pokhari is a sacred high-altitude lake at about 4,200 meters in Sankhuwasabha. It is revered by both Hindus and Kirati communities, who gather here during annual pilgrimages. The lake is surrounded by alpine meadows and rhododendron forests, making it a site of both spiritual and natural significance","['Take a flight or drive from Kathmandu to Bhojpur or Tumlingtar, then continue by local jeep and trek to Sabha Pokhari.']","[{'event_name': 'Sabha Pokhari Religious Festival (real)', 'venue': 'Sabha Pokhari', 'month___season': 'June–July', 'type': 'Religious / Cultural', 'description___source': 'Major local pilgrimage where devotees visit the sacred lake.'}]",2500,['A holy alpine lake surrounded by legends and natural beauty.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,sabha pokhari sabha pokhari sacred high altitude lake meter sankhuwasabha revered hindu kirati community gather annual pilgrimage lake surrounded alpine meadow rhododendron forest making site spiritual natural significance lake religious scenic pilgrimage trekking photography event name sabha pokhari religious festival real venue sabha pokhari month season june july type religious cultural description source major local pilgrimage devotee visit sacred lake holy alpine lake surrounded legend natural beauty,2,2,-1
159,nebare,sankhuwasabha,"Mar–May, Sep–Nov","Rural, Hills",Natural Attractions,"Trekking, Rural experience",Moderate,Road from Chainpur,27.7200°,87.4500°,1,"Nebare is a rural settlement in Sankhuwasabha, known for its terraced fields and traditional farming practices. It reflects the simple lifestyle of Kirati communities and offers scenic views of surrounding hills","['Travel from Kathmandu to Chainpur (by flight to Tumlingtar, then drive), then continue by local transport or hike to Nebare.']","[{'event_name': 'Nebare Cultural Gathering (proposed)', 'venue': 'Village Center', 'month___season': 'Autumn', 'type': 'Cultural', 'description___source': 'Cultural song and dance program organized by youth.'}]",3700,['A peaceful upland hamlet offering simplicity and scenic charm.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,nebare nebare rural settlement sankhuwasabha known terraced field traditional farming practice reflects simple lifestyle kirati community offer scenic view surrounding hill rural hill trekking rural experience event name nebare cultural gathering proposed venue village center month season autumn type cultural description source cultural song dance program organized youth peaceful upland hamlet offering simplicity scenic charm,0,0,-1
160,mangkhim,sankhuwasabha,"Mar–May, Sep–Nov","Hills, Cultural, Religious",Natural Attractions,"Trekking, Cultural exploration, Photography",Moderate,Road and short trail,27.7250°,87.4550°,1,"Mangkhim is a sacred site for the Rai community in eastern Nepal. It is dedicated to Sumnima-Paruhang, the deities of Kirati religion. The temple and surrounding area are important for cultural rituals and gatherings.","['Fly or drive to Ilam from Kathmandu, then continue by road via Chisapani to reach Mangkhim.']","[{'event_name': 'Mangkhim Kirat Festival (real)', 'venue': 'Mangkhim Temple', 'month___season': 'Autumn', 'type': 'Religious / Cultural', 'description___source': 'Kirat devotees perform rituals, dances, and offer prayers.'}]",5400,['A hilltop site known for temples and stunning sunrise views.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,mangkhim mangkhim sacred site rai community eastern nepal dedicated sumnima paruhang deity kirati religion temple surrounding area important cultural ritual gathering hill cultural religious trekking cultural exploration photography event name mangkhim kirat festival real venue mangkhim temple month season autumn type religious cultural description source kirat devotee perform ritual dance offer prayer hilltop site known temple stunning sunrise view,4,4,-1
161,syaksila,sankhuwasabha,"Mar–May, Sep–Nov","Hills, Nature",Natural Attractions,"Trekking, Photography",Moderate,Local trail,27.7300°,87.4600°,1,"Syaksila is a village in Sankhuwasabha, surrounded by forests and hills. It is known for its Kirati heritage and traditional farming, offering a glimpse into Himalayan rural life","['From Kathmandu, take a flight to Tumlingtar, then drive to Chainpur and trek to Syaksila village.']","[{'event_name': 'Syaksila Eco Trail Day (proposed)', 'venue': 'Trail Area', 'month___season': 'Spring', 'type': 'Nature / Eco', 'description___source': 'Promoting eco-tourism and rhododendron trekking.'}]",3900,['A highland settlement offering sweeping Himalayan vistas.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,syaksila syaksila village sankhuwasabha surrounded forest hill known kirati heritage traditional farming offering glimpse himalayan rural life hill nature trekking photography event name syaksila eco trail day proposed venue trail area month season spring type nature eco description source promoting eco tourism rhododendron trekking highland settlement offering sweeping himalayan vista,3,3,-1
162,sempung,sankhuwasabha,"Mar–May, Sep–Nov","Hills, Rural",Natural Attractions,"Trekking, Rural exploration",Moderate,Road via Chainpur,27.7350°,87.4650°,1,"Sempung is a settlement in Sankhuwasabha, reflecting traditional farming and Kirati culture. It is surrounded by terraced fields and natural landscapes, making it a peaceful rural destination.","['Travel from Kathmandu to Khandbari by air (via Tumlingtar) or road, then continue by jeep and foot to reach Sempung.']","[{'event_name': 'Sempung Homestay Promotion Event (proposed)', 'venue': 'Village Ground', 'month___season': 'Autumn', 'type': 'Cultural / Tourism', 'description___source': 'Promotion of eco-homestay network and cultural displays.'}]",4100,['A remote yet charming rural village rich in ethnic culture.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,sempung sempung settlement sankhuwasabha reflecting traditional farming kirati culture surrounded terraced field natural landscape making peaceful rural destination hill rural trekking rural exploration event name sempung homestay promotion event proposed venue village ground month season autumn type cultural tourism description source promotion eco homestay network cultural display remote yet charming rural village rich ethnic culture,0,0,-1
163,chainpur,sankhuwasabha,Year-round,"Town, Administrative, Cultural",Cultural & Religious Sites,"Sightseeing, Market visit, Photography",Easy,Road accessible,27.7400°,87.4700°,1,"Chainpur is the historic administrative center of Sankhuwasabha district. Known for its orange orchards and cultural diversity, it was once a bustling trade hub. The town reflects both traditional and modern lifestyles, with temples, markets, and scenic views of the Arun Valley.","['Take a flight to Tumlingtar from Kathmandu, then drive about 4–5 hours to Chainpur in Sankhuwasabha.']","[{'event_name': 'Chainpur Mahotsav (real)', 'venue': 'Chainpur Bazaar', 'month___season': 'Winter', 'type': 'Trade / Cultural', 'description___source': 'Annual event featuring local industries, food, and crafts.'}]",1950,['A historic hill town known for craftsmanship and natural beauty.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Lanka sakuwa corner,"78J5+C4R, Basantapur - Chainpur - Khandbari, Chainpur 56900",4,Low (~$10–20),Roshan nasta pasal,"767R+JQF, Chainpur 56900",4,Medium (~$35–60),Paradise restaurant and sekuwa corner,"9 Tumlingtar Rd, Khandbari 56900",4.1,High (~$90+),NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Lanka sakuwa corner,"78J5+C4R, Basantapur - Chainpur - Khandbari, Chainpur 56900",4,Low (~$10–20),Roshan nasta pasal,"767R+JQF, Chainpur 56900",4,Medium (~$35–60),Paradise restaurant and sekuwa corner,"9 Tumlingtar Rd, Khandbari 56900",4.1,High (~$90+),chainpur chainpur historic administrative center sankhuwasabha district known orange orchard cultural diversity bustling trade hub town reflects traditional modern lifestyle temple market scenic view arun valley town administrative cultural sightseeing market visit photography event name chainpur mahotsav real venue chainpur bazaar month season winter type trade cultural description source annual event featuring local industry food craft historic hill town known craftsmanship natural beauty,1,1,-1
164,siddhakali,sankhuwasabha,Year-round,"Temple, Religious, Cultural",Cultural & Religious Sites,"Pilgrimage, Worship, Photography",Easy,Road access,27.7450°,87.4750°,1,"Siddhakali is a Hindu temple in Sankhuwasabha, dedicated to Goddess Kali. It is a local pilgrimage site where devotees gather during festivals, reflecting the spiritual traditions of the region.","['Fly or drive to Bhojpur from Kathmandu, then continue by road to Siddhakali Temple area.']","[{'event_name': 'Siddhakali Temple Fair (real)', 'venue': 'Siddhakali Temple', 'month___season': 'Spring', 'type': 'Religious / Cultural', 'description___source': 'Pilgrimage fair with rituals, songs, and local market stalls.'}]",2900,['A revered temple offering peace and panoramic landscapes.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,siddhakali siddhakali hindu temple sankhuwasabha dedicated goddess kali local pilgrimage site devotee gather festival reflecting spiritual tradition region temple religious cultural pilgrimage worship photography event name siddhakali temple fair real venue siddhakali temple month season spring type religious cultural description source pilgrimage fair ritual song local market stall revered temple offering peace panoramic landscape,4,4,5
